date,sewage_volume
2017-10-30,359064
2017-10-31,378800
2017-11-01,380740
2017-11-02,392688
2017-11-03,389281
2017-11-04,387863
2017-11-05,372205
2017-11-06,343899
2017-11-07,343878
2017-11-08,335533
2017-11-09,325625
2017-11-10,312060
2017-11-11,310004
2017-11-12,308212
2017-11-13,322946
2017-11-14,342061
2017-11-15,344960
2017-11-16,351630
2017-11-17,368028
2017-11-18,365390
2017-11-19,351082
2017-11-20,345214
2017-11-21,344424
2017-11-22,339076
2017-11-23,338960
2017-11-24,325609
2017-11-25,313720
2017-11-26,305178
2017-11-27,316894
2017-11-28,332575
2017-11-29,344015
2017-11-30,364538
2017-12-01,371925
2017-12-02,382503
2017-12-03,383378
2017-12-04,385073
2017-12-05,367126
2017-12-06,344267
2017-12-07,354537
2017-12-08,353272
2017-12-09,348842
2017-12-10,342622
2017-12-11,344303
2017-12-12,332624
2017-12-13,345227
2017-12-14,382936
2017-12-15,377992
2017-12-16,380755
2017-12-17,371630
2017-12-18,370998
2017-12-19,366964
2017-12-20,354957
2017-12-21,351288
2017-12-22,357661
2017-12-23,346004
2017-12-24,358469
2017-12-25,361700
2017-12-26,341230
2017-12-27,344741
2017-12-28,367517
2017-12-29,368566
2017-12-30,379790
2017-12-31,388031
2018-01-01,389956
2018-01-02,381484
2018-01-03,349428
2018-01-04,317988
2018-01-05,319490
2018-01-06,331490
2018-01-07,315841
2018-01-08,351344
2018-01-09,376153
2018-01-10,374601
2018-01-11,374488
2018-01-12,364285
2018-01-13,350218
2018-01-14,349086
2018-01-15,367311
2018-01-16,405941
2018-01-17,421005
2018-01-18,413098
2018-01-19,381218
2018-01-20,370229
2018-01-21,361075
2018-01-22,351980
2018-01-23,344237
2018-01-24,337100
2018-01-25,322580
2018-01-26,337119
2018-01-27,346728
2018-01-28,346982
2018-01-29,361279
2018-01-30,350762
2018-01-31,366110
2018-02-01,385261
2018-02-02,366816
2018-02-03,368361
2018-02-04,354338
2018-02-05,346134
2018-02-06,328919
2018-02-07,329620
2018-02-08,333417
2018-02-09,331098
2018-02-10,325714
2018-02-11,325340
2018-02-12,346624
2018-02-13,367085
2018-02-14,375448
2018-02-15,392313
2018-02-16,364816
2018-02-17,361602
2018-02-18,367004
2018-02-19,348728
2018-02-20,340765
2018-02-21,333884
2018-02-22,334035
2018-02-23,332876
2018-02-24,332702
2018-02-25,327509
2018-02-26,331058
2018-02-27,354185
2018-02-28,391187
2018-03-01,406284
2018-03-02,402749
2018-03-03,386095
2018-03-04,389007
2018-03-05,438682
2018-03-06,397109
2018-03-07,378781
2018-03-08,426468
2018-03-09,462237
2018-03-10,429535
2018-03-11,392061
2018-03-12,383882
2018-03-13,418701
2018-03-14,427487
2018-03-15,481504
2018-03-16,488442
2018-03-17,486517
2018-03-18,481637
2018-03-19,466171
2018-03-20,478185
2018-03-21,541998
2018-03-22,487410
2018-03-23,500952
2018-03-24,491588
2018-03-25,472710
2018-03-26,469561
2018-03-27,449420
2018-03-28,457067
2018-03-29,465979
2018-03-30,457722
2018-03-31,451267
2018-04-01,451701
2018-04-02,437831
2018-04-03,437130
2018-04-04,471473
2018-04-05,434954
2018-04-06,491964
2018-04-07,481503
2018-04-08,451983
2018-04-09,457432
2018-04-10,458498
2018-04-11,460723
2018-04-12,474013
2018-04-13,408231
2018-04-14,468739
2018-04-15,479800
2018-04-16,432954
2018-04-17,419249
2018-04-18,405144
2018-04-19,388125
2018-04-20,391467
2018-04-21,372322
2018-04-22,357038
2018-04-23,451004
2018-04-24,445880
2018-04-25,445025
2018-04-26,451943
2018-04-27,446121
2018-04-28,445147
2018-04-29,415918
2018-04-30,434224
2018-05-01,419280
2018-05-02,436900
2018-05-03,415003
2018-05-04,403764
2018-05-05,377969
2018-05-06,408653
2018-05-07,455648
2018-05-08,449512
2018-05-09,469557
2018-05-10,471081
2018-05-11,483921
2018-05-12,467668
2018-05-13,518182
2018-05-14,513180
2018-05-15,511286
2018-05-16,460736
2018-05-17,454345
2018-05-18,479486
2018-05-19,430996
2018-05-20,401054
2018-05-21,390502
2018-05-22,398294
2018-05-23,483950
2018-05-24,470465
2018-05-25,460334
2018-05-26,448801
2018-05-27,439932
2018-05-28,446952
2018-05-29,434836
2018-05-30,402708
2018-05-31,398904
2018-06-01,388230
2018-06-02,366423
2018-06-03,354489
2018-06-04,364122
2018-06-05,398317
2018-06-06,439966
2018-06-07,370205
2018-06-08,370396
2018-06-09,376588
2018-06-10,373759
2018-06-11,487660
2018-06-12,436014
2018-06-13,405848
2018-06-14,420683
2018-06-15,403858
2018-06-16,374283
2018-06-17,369898
2018-06-18,369513
2018-06-19,365278
2018-06-20,418596
2018-06-21,394316
2018-06-22,365973
2018-06-23,362665
2018-06-24,362600
2018-06-25,368284
2018-06-26,378277
2018-06-27,423003
2018-06-28,514741
2018-06-29,525002
2018-06-30,511399
2018-07-01,513857
2018-07-02,516090
2018-07-03,531767
2018-07-04,547881
2018-07-05,538039
2018-07-06,523001
2018-07-07,498824
2018-07-08,444608
2018-07-09,475952
2018-07-10,482550
2018-07-11,480381
2018-07-12,469807
2018-07-13,459505
2018-07-14,456850
2018-07-15,414940
2018-07-16,406627
2018-07-17,428023
2018-07-18,401982
2018-07-19,405656
2018-07-20,401030
2018-07-21,391944
2018-07-22,374136
2018-07-23,378576
2018-07-24,387540
2018-07-25,392906
2018-07-26,393451
2018-07-27,388090
2018-07-28,386541
2018-07-29,343500
2018-07-30,373836
2018-07-31,374624
2018-08-01,362147
2018-08-02,348529
2018-08-03,336050
2018-08-04,335600
2018-08-05,331120
2018-08-06,367812
2018-08-07,351755
2018-08-08,358622
2018-08-09,378412
2018-08-10,401614
2018-08-11,373635
2018-08-12,352280
2018-08-13,364338
2018-08-14,370065
2018-08-15,378063
2018-08-16,437663
2018-08-17,361888
2018-08-18,339428
2018-08-19,340539
2018-08-20,344717
2018-08-21,354273
2018-08-22,384536
2018-08-23,395742
2018-08-24,475087
2018-08-25,400932
2018-08-26,454144
2018-08-27,484752
2018-08-28,487788
2018-08-29,427524
2018-08-30,421440
2018-08-31,445953
2018-09-01,578722
2018-09-02,534244
2018-09-03,519581
2018-09-04,529181
2018-09-05,502097
2018-09-06,464694
2018-09-07,493092
2018-09-08,461171
2018-09-09,407268
2018-09-10,427350
2018-09-11,405553
2018-09-12,400410
2018-09-13,455946
2018-09-14,541257
2018-09-15,464525
2018-09-16,448694
2018-09-17,453643
2018-09-18,431395
2018-09-19,415195
2018-09-20,482297
2018-09-21,472272
2018-09-22,535636
2018-09-23,469456
2018-09-24,399878
2018-09-25,384494
2018-09-26,385880
2018-09-27,403549
2018-09-28,398122
2018-09-29,446401
2018-09-30,518656
2018-10-01,468384
2018-10-02,468384
2018-10-03,422360
2018-10-04,400392
2018-10-05,490852
2018-10-06,504132
2018-10-07,549451
2018-10-08,528464
2018-10-09,520806
2018-10-10,501410
2018-10-11,464817
2018-10-12,456904
2018-10-13,437184
2018-10-14,397924
2018-10-15,412322
2018-10-16,412387
2018-10-17,419525
2018-10-18,411853
2018-10-19,395711
2018-10-20,388871
2018-10-21,363964
2018-10-22,375759
2018-10-23,397552
2018-10-24,387940
2018-10-25,385131
2018-10-26,413019
2018-10-27,398874
2018-10-28,346274
2018-10-29,365802
2018-10-30,398202
2018-10-31,372559
2018-11-01,382227
2018-11-02,363501
2018-11-03,352745
2018-11-04,325518
2018-11-05,366515
2018-11-06,366811
2018-11-07,375309
2018-11-08,449216
2018-11-09,521743
2018-11-10,451880
2018-11-11,385754
2018-11-12,403564
2018-11-13,397305
2018-11-14,387771
2018-11-15,407419
2018-11-16,428528
2018-11-17,424482
2018-11-18,369682
2018-11-19,385044
2018-11-20,396584
2018-11-21,407094
2018-11-22,418252
2018-11-23,394710
2018-11-24,387538
2018-11-25,365753
2018-11-26,382783
2018-11-27,376055
2018-11-28,397554
2018-11-29,376826
2018-11-30,378387
2018-12-01,367799
2018-12-02,348358
2018-12-03,398707
2018-12-04,478919
2018-12-05,448485
2018-12-06,428555
2018-12-07,399370
2018-12-08,391365
2018-12-09,366113
2018-12-10,387858
2018-12-11,404803
2018-12-12,394703
2018-12-13,384468
2018-12-14,386713
2018-12-15,375017
2018-12-16,365709
2018-12-17,393723
2018-12-18,392562
2018-12-19,384539
2018-12-20,378170
2018-12-21,382806
2018-12-22,370904
2018-12-23,389313
2018-12-24,360555
2018-12-25,365818
2018-12-26,367316
2018-12-27,369252
2018-12-28,373534
2018-12-29,371947
2018-12-30,352680
2018-12-31,348749
2019-01-01,337535
2019-01-02,354833
2019-01-03,380703
2019-01-04,379086
2019-01-05,360323
2019-01-06,341879
2019-01-07,350964
2019-01-08,367524
2019-01-09,363925
2019-01-10,361761
2019-01-11,361181
2019-01-12,352743
2019-01-13,343536
2019-01-14,348676
2019-01-15,359247
2019-01-16,354515
2019-01-17,346055
2019-01-18,358186
2019-01-19,352159
2019-01-20,334039
2019-01-21,348775
2019-01-22,362467
2019-01-23,356491
2019-01-24,355691
2019-01-25,364006
2019-01-26,348659
2019-01-27,336847
2019-01-28,351508
2019-01-29,368658
2019-01-30,357580
2019-01-31,442927
2019-02-01,395797
2019-02-02,351960
2019-02-03,423810
2019-02-04,374001
2019-02-05,340371
2019-02-06,338089
2019-02-07,360322
2019-02-08,368615
2019-02-09,346609
2019-02-10,333004
2019-02-11,350343
2019-02-12,356858
2019-02-13,369700
2019-02-14,367891
2019-02-15,376907
2019-02-16,372321
2019-02-17,338998
2019-02-18,357628
2019-02-19,484880
2019-02-20,439960
2019-02-21,416406
2019-02-22,400701
2019-02-23,382473
2019-02-24,348616
2019-02-25,371420
2019-02-26,378770
2019-02-27,374595
2019-02-28,371190
2019-03-01,362772
2019-03-02,346514
2019-03-03,334942
2019-03-04,352905
2019-03-05,366141
2019-03-06,364982
2019-03-07,367302
2019-03-08,366588
2019-03-09,359375
2019-03-10,456784
2019-03-11,441944
2019-03-12,415062
2019-03-13,392978
2019-03-14,391914
2019-03-15,405482
2019-03-16,390206
2019-03-17,348460
2019-03-18,361237
2019-03-19,371916
2019-03-20,388716
2019-03-21,496841
2019-03-22,488543
2019-03-23,442350
2019-03-24,376141
2019-03-25,377093
2019-03-26,382206
2019-03-27,376903
2019-03-28,381712
2019-03-29,394254
2019-03-30,392381
2019-03-31,353812
2019-04-01,360436
2019-04-02,366547
2019-04-03,367946
2019-04-04,359804
2019-04-05,367164
2019-04-06,354026
2019-04-07,356821
2019-04-08,380525
2019-04-09,366855
2019-04-10,468999
2019-04-11,393547
2019-04-12,406769
2019-04-13,366090
2019-04-14,329148
2019-04-15,354035
2019-04-16,364969
2019-04-17,368206
2019-04-18,371647
2019-04-19,362924
2019-04-20,359422
2019-04-21,345291
2019-04-22,356325
2019-04-23,362636
2019-04-24,474557
2019-04-25,392917
2019-04-26,404866
2019-04-27,394928
2019-04-28,344232
2019-04-29,404238
2019-04-30,476212
2019-05-01,446176
2019-05-02,419820
2019-05-03,400166
2019-05-04,382998
2019-05-05,346643
2019-05-06,372393
2019-05-07,373021
2019-05-08,376111
2019-05-09,377828
2019-05-10,372903
2019-05-11,374477
2019-05-12,347409
2019-05-13,361091
2019-05-14,359086
2019-05-15,348782
2019-05-16,358990
2019-05-17,359033
2019-05-18,436202
2019-05-19,439704
2019-05-20,427151
2019-05-21,397562
2019-05-22,384787
2019-05-23,392428
2019-05-24,369983
2019-05-25,359336
2019-05-26,340250
2019-05-27,419966
2019-05-28,436171
2019-05-29,388875
2019-05-30,349450
2019-05-31,369923
2019-06-01,347337
2019-06-02,328509
2019-06-03,349093
2019-06-04,365439
2019-06-05,374664
2019-06-06,375183
2019-06-07,507919
2019-06-08,467239
2019-06-09,389459
2019-06-10,398297
2019-06-11,406253
2019-06-12,403883
2019-06-13,398971
2019-06-14,407597
2019-06-15,417593
2019-06-16,359602
2019-06-17,381186
2019-06-18,381520
2019-06-19,384958
2019-06-20,395165
2019-06-21,385271
2019-06-22,347999
2019-06-23,333039
2019-06-24,364338
2019-06-25,369456
2019-06-26,437220
2019-06-27,511264
2019-06-28,526618
2019-06-29,510416
2019-06-30,523494
2019-07-01,519809
2019-07-02,522261
2019-07-03,502304
2019-07-04,483374
2019-07-05,444650
2019-07-06,419079
2019-07-07,389475
2019-07-08,395488
2019-07-09,409430
2019-07-10,427122
2019-07-11,512062
2019-07-12,447630
2019-07-13,418478
2019-07-14,371184
2019-07-15,403480
2019-07-16,403819
2019-07-17,404982
2019-07-18,510621
2019-07-19,514884
2019-07-20,521401
2019-07-21,502660
2019-07-22,524221
2019-07-23,527423
2019-07-24,514448
2019-07-25,527847
2019-07-26,502980
2019-07-27,481905
2019-07-28,459240
2019-07-29,456847
2019-07-30,471931
2019-07-31,475115
2019-08-01,429182
2019-08-02,418807
2019-08-03,401330
2019-08-04,396254
2019-08-05,410832
2019-08-06,450982
2019-08-07,521077
2019-08-08,532848
2019-08-09,497569
2019-08-10,455784
2019-08-11,412131
2019-08-12,436249
2019-08-13,440353
2019-08-14,445394
2019-08-15,428023
2019-08-16,465498
2019-08-17,442823
2019-08-18,401052
2019-08-19,411551
2019-08-20,422936
2019-08-21,410016
2019-08-22,541424
2019-08-23,528206
2019-08-24,499084
2019-08-25,432673
2019-08-26,447205
2019-08-27,452866
2019-08-28,436381
2019-08-29,448294
2019-08-30,429060
2019-08-31,427021
2019-09-01,408179
2019-09-02,466438
2019-09-03,485970
2019-09-04,486932
2019-09-05,504215
2019-09-06,468095
2019-09-07,481649
2019-09-08,427270
2019-09-09,439877
2019-09-10,452478
2019-09-11,492983
2019-09-12,417630
2019-09-13,368201
2019-09-14,360846
2019-09-15,371869
2019-09-16,390192
2019-09-17,378780
2019-09-18,399573
2019-09-19,397096
2019-09-20,379769
2019-09-21,449945
2019-09-22,497553
2019-09-23,493112
2019-09-24,522381
2019-09-25,528518
2019-09-26,488750
2019-09-27,463672
2019-09-28,491401
2019-09-29,509598
2019-09-30,505969
2019-10-01,504952
2019-10-02,521092
2019-10-03,539015
2019-10-04,528931
2019-10-05,520157
2019-10-06,487618
2019-10-07,461472
2019-10-08,469815
2019-10-09,439493
2019-10-10,429576
2019-10-11,422261
2019-10-12,397188
2019-10-13,365006
2019-10-14,385732
2019-10-15,396340
2019-10-16,398914
2019-10-17,390810
2019-10-18,439460
2019-10-19,437932
2019-10-20,372340
2019-10-21,376104
2019-10-22,403567
2019-10-23,389829
2019-10-24,398286
2019-10-25,399110
2019-10-26,379267
2019-10-27,361035
2019-10-28,349281
2019-10-29,374569
2019-10-30,380580
2019-10-31,376215
2019-11-01,379135
2019-11-02,366595
2019-11-03,354132
2019-11-04,359949
2019-11-05,385536
2019-11-06,360020
2019-11-07,365579
2019-11-08,380462
2019-11-09,365275
2019-11-10,329919
2019-11-11,361573
2019-11-12,359379
2019-11-13,362888
2019-11-14,364567
2019-11-15,364780
2019-11-16,377107
2019-11-17,354779
2019-11-18,458860
2019-11-19,385388
2019-11-20,375712
2019-11-21,379917
2019-11-22,373379
2019-11-23,353921
2019-11-24,336516
2019-11-25,342031
2019-11-26,353781
2019-11-27,354906
2019-11-28,352904
2019-11-29,361616
2019-11-30,346094
2019-12-01,363803
2019-12-02,455861
2019-12-03,389496
2019-12-04,383635
2019-12-05,388702
2019-12-06,387112
2019-12-07,360669
2019-12-08,340743
2019-12-09,340115
2019-12-10,359854
2019-12-11,369662
2019-12-12,367305
2019-12-13,356260
2019-12-14,351039
2019-12-15,334031
2019-12-16,340066
2019-12-17,355968
2019-12-18,361461
2019-12-19,347698
2019-12-20,352309
2019-12-21,343524
2019-12-22,314986
2019-12-23,326785
2019-12-24,344010
2019-12-25,350058
2019-12-26,347989
2019-12-27,351432
2019-12-28,341663
2019-12-29,334637
2019-12-30,409773
2019-12-31,359270
2020-01-01,338085
2020-01-02,334969
2020-01-03,360471
2020-01-04,349227
2020-01-05,325399
2020-01-06,375085
2020-01-07,548130
2020-01-08,458923
2020-01-09,402040
2020-01-10,372162
2020-01-11,371882
2020-01-12,342367
2020-01-13,350949
2020-01-14,369382
2020-01-15,364157
2020-01-16,354988
2020-01-17,345212
2020-01-18,358466
2020-01-19,326268
2020-01-20,333794
2020-01-21,357732
2020-01-22,371343
2020-01-23,427567
2020-01-24,386278
2020-01-25,334461
2020-01-26,327728
2020-01-27,450871
2020-01-28,487839
2020-01-29,484457
2020-01-30,446669
2020-01-31,423621
2020-02-01,410675
2020-02-02,370330
2020-02-03,367312
2020-02-04,381799
2020-02-05,386310
2020-02-06,388200
2020-02-07,376754
2020-02-08,382701
2020-02-09,361212
2020-02-10,351704
2020-02-11,373729
2020-02-12,458396
2020-02-13,436576
2020-02-14,412748
2020-02-15,389191
2020-02-16,426096
2020-02-17,373660
2020-02-18,392151
2020-02-19,386278
2020-02-20,375263
2020-02-21,381573
2020-02-22,396253
2020-02-23,350172
2020-02-24,360562
2020-02-25,484470
2020-02-26,510080
2020-02-27,486775
2020-02-28,435083
2020-02-29,413604
2020-03-01,381092
2020-03-02,374043
2020-03-03,393656
2020-03-04,385611
2020-03-05,372290
2020-03-06,383211
2020-03-07,396888
2020-03-08,365582
2020-03-09,375054
2020-03-10,528150
2020-03-11,459356
2020-03-12,452645
2020-03-13,423650
2020-03-14,396911
2020-03-15,373797
2020-03-16,374968
2020-03-17,399684
2020-03-18,384940
2020-03-19,378405
2020-03-20,382261
2020-03-21,364207
2020-03-22,345535
2020-03-23,354559
2020-03-24,372335
2020-03-25,370492
2020-03-26,386146
2020-03-27,446963
2020-03-28,375583
2020-03-29,356283
2020-03-30,365615
2020-03-31,377499
2020-04-01,378795
2020-04-02,364465
2020-04-03,344438
2020-04-04,324830
2020-04-05,314535
2020-04-06,333032
2020-04-07,354826
2020-04-08,349583
2020-04-09,352065
2020-04-10,334727
2020-04-11,329273
2020-04-12,406576
2020-04-13,345011
2020-04-14,358305
2020-04-15,345040
2020-04-16,343525
2020-04-17,410695
2020-04-18,400412
2020-04-19,401624
2020-04-20,486371
2020-04-21,453515
2020-04-22,411645
2020-04-23,398663
2020-04-24,385028
2020-04-25,355945
2020-04-26,344913
2020-04-27,351390
2020-04-28,360415
2020-04-29,361374
2020-04-30,342047
2020-05-01,320978
2020-05-02,327169
2020-05-03,418311
2020-05-04,378060
2020-05-05,367025
2020-05-06,376239
2020-05-07,357660
2020-05-08,346460
2020-05-09,427045
2020-05-10,438566
2020-05-11,399453
2020-05-12,384811
2020-05-13,381497
2020-05-14,378076
2020-05-15,384427
2020-05-16,363829
2020-05-17,329980
2020-05-18,371113
2020-05-19,394088
2020-05-20,391225
2020-05-21,359078
2020-05-22,343745
2020-05-23,338531
2020-05-24,332273
2020-05-25,349667
2020-05-26,365643
2020-05-27,355754
2020-05-28,363960
2020-05-29,343300
2020-05-30,326663
2020-05-31,324538
2020-06-01,341358
2020-06-02,357647
2020-06-03,361300
2020-06-04,372269
2020-06-05,384599
2020-06-06,337547
2020-06-07,323425
2020-06-08,347736
2020-06-09,355025
2020-06-10,352177
2020-06-11,426039
2020-06-12,354297
2020-06-13,509736
2020-06-14,504121
2020-06-15,460556
2020-06-16,430281
2020-06-17,402027
2020-06-18,486348
2020-06-19,532273
2020-06-20,420366
2020-06-21,385802
2020-06-22,388296
2020-06-23,400267
2020-06-24,418277
2020-06-25,541792
2020-06-26,500987
2020-06-27,435097
2020-06-28,385885
2020-06-29,427988
2020-06-30,549677
2020-07-01,524416
2020-07-02,515111
2020-07-03,502832
2020-07-04,471222
2020-07-05,426500
2020-07-06,432645
2020-07-07,451259
2020-07-08,443072
2020-07-09,417558
2020-07-10,578605
2020-07-11,543717
2020-07-12,545794
2020-07-13,589397
2020-07-14,581841
2020-07-15,571538
2020-07-16,553480
2020-07-17,548013
2020-07-18,477951
2020-07-19,445440
2020-07-20,466716
2020-07-21,502444
2020-07-22,532908
2020-07-23,569463
2020-07-24,554346
2020-07-25,522222
2020-07-26,535804
2020-07-27,540342
2020-07-28,574245
2020-07-29,553388
2020-07-30,553568
2020-07-31,536345
2020-08-01,528005
2020-08-02,525088
2020-08-03,505620
2020-08-04,503619
2020-08-05,506548
2020-08-06,515483
2020-08-07,486460
2020-08-08,584286
2020-08-09,548362
2020-08-10,549237
2020-08-11,584614
2020-08-12,545666
2020-08-13,541676
2020-08-14,540785
2020-08-15,524545
2020-08-16,521155
2020-08-17,471378
2020-08-18,494063
2020-08-19,485824
2020-08-20,483244
2020-08-21,450417
2020-08-22,425023
2020-08-23,414135
2020-08-24,425903
2020-08-25,426859
2020-08-26,416224
2020-08-27,492922
2020-08-28,539824
2020-08-29,482095
2020-08-30,411452
2020-08-31,405933
2020-09-01,426863
2020-09-02,498990
2020-09-03,517362
2020-09-04,528366
2020-09-05,525333
2020-09-06,448020
2020-09-07,531715
2020-09-08,527071
2020-09-09,504345
2020-09-10,530376
2020-09-11,521030
2020-09-12,511606
2020-09-13,447745
2020-09-14,458336
2020-09-15,468019
2020-09-16,453152
2020-09-17,472294
2020-09-18,497175
2020-09-19,436647
2020-09-20,401222
2020-09-21,419809
2020-09-22,428484
2020-09-23,425960
2020-09-24,416298
2020-09-25,383399
2020-09-26,366991
2020-09-27,372969
2020-09-28,376389
2020-09-29,385628
2020-09-30,376549
2020-10-01,353208
2020-10-02,351181
2020-10-03,341516
2020-10-04,353541
2020-10-05,360087
2020-10-06,353194
2020-10-07,363210
2020-10-08,350077
2020-10-09,352739
2020-10-10,320960
2020-10-11,319307
2020-10-12,347450
2020-10-13,360421
2020-10-14,365761
2020-10-15,362975
2020-10-16,365035
2020-10-17,351151
2020-10-18,339676
2020-10-19,353122
2020-10-20,366569
2020-10-21,384821
2020-10-22,512832
2020-10-23,404636
2020-10-24,381105
2020-10-25,366030
2020-10-26,337102
2020-10-27,364471
2020-10-28,357321
2020-10-29,355400
2020-10-30,352864
2020-10-31,340492
2020-11-01,320700
2020-11-02,368711
2020-11-03,367280
2020-11-04,360573
2020-11-05,349100
2020-11-06,354132
2020-11-07,335874
2020-11-08,312844
2020-11-09,333372
2020-11-10,352932
2020-11-11,337790
2020-11-12,346011
2020-11-13,350468
2020-11-14,336008
2020-11-15,315134
2020-11-16,328773
2020-11-17,355915
2020-11-18,356971
2020-11-19,453281
2020-11-20,411135
2020-11-21,371610
2020-11-22,348015
2020-11-23,356843
2020-11-24,386497
2020-11-25,364362
2020-11-26,362198
2020-11-27,358222
2020-11-28,336906
2020-11-29,324195
2020-11-30,331992
2020-12-01,335706
2020-12-02,345418
2020-12-03,341786
2020-12-04,342832
2020-12-05,336980
2020-12-06,315556
2020-12-07,324781
2020-12-08,356658
2020-12-09,335752
2020-12-10,339883
2020-12-11,352645
2020-12-12,348846
2020-12-13,331468
2020-12-14,321783
2020-12-15,355758
2020-12-16,356242
2020-12-17,355515
2020-12-18,357653
2020-12-19,338951
2020-12-20,320937
2020-12-21,327416
2020-12-22,347618
2020-12-23,371618
2020-12-24,336445
2020-12-25,339993
2020-12-26,324767
2020-12-27,311888
2020-12-28,333821
2020-12-29,352653
2020-12-30,368645
2020-12-31,347295
2021-01-01,331715
2021-01-02,322674
2021-01-03,309249
2021-01-04,337194
2021-01-05,342207
2021-01-06,340855
2021-01-07,359884
2021-01-08,342505
2021-01-09,341660
2021-01-10,344035
2021-01-11,349957
2021-01-12,352576
2021-01-13,385158
2021-01-14,379800
2021-01-15,381895
2021-01-16,364249
2021-01-17,346981
2021-01-18,347322
2021-01-19,362469
2021-01-20,360924
2021-01-21,357452
2021-01-22,372349
2021-01-23,352913
2021-01-24,330871
2021-01-25,338129
2021-01-26,441118
2021-01-27,382460
2021-01-28,373350
2021-01-29,365443
2021-01-30,344929
2021-01-31,333972
2021-02-01,427751
2021-02-02,398819
2021-02-03,369090
2021-02-04,371188
2021-02-05,365589
2021-02-06,359893
2021-02-07,336805
2021-02-08,341432
2021-02-09,353405
2021-02-10,354565
2021-02-11,347913
2021-02-12,319989
2021-02-13,318649
2021-02-14,352308
2021-02-15,398232
2021-02-16,353167
2021-02-17,357513
2021-02-18,353936
2021-02-19,356967
2021-02-20,349469
2021-02-21,328611
2021-02-22,341794
2021-02-23,353431
2021-02-24,345613
2021-02-25,356245
2021-02-26,413562
2021-02-27,336034
2021-02-28,313424
2021-03-01,351703
2021-03-02,500362
2021-03-03,456681
2021-03-04,413307
2021-03-05,465761
2021-03-06,388501
2021-03-07,365687
2021-03-08,380184
2021-03-09,374027
2021-03-10,387307
2021-03-11,374911
2021-03-12,475312
2021-03-13,455827
2021-03-14,405236
2021-03-15,403382
2021-03-16,433612
2021-03-17,405379
2021-03-18,387253
2021-03-19,382701
2021-03-20,402014
2021-03-21,377764
2021-03-22,370641
2021-03-23,376711
2021-03-24,371965
2021-03-25,375732
2021-03-26,369593
2021-03-27,369571
2021-03-28,493559
2021-03-29,458114
2021-03-30,456992
2021-03-31,439245
2021-04-01,416897
2021-04-02,408862
2021-04-03,421880
2021-04-04,505375
2021-04-05,523473
2021-04-06,488326
2021-04-07,459045
2021-04-08,446591
2021-04-09,421649
2021-04-10,381366
2021-04-11,369686
2021-04-12,409345
2021-04-13,544112
2021-04-14,513483
2021-04-15,469378
2021-04-16,438984
2021-04-17,407223
2021-04-18,386372
2021-04-19,399710
2021-04-20,396338
2021-04-21,387411
2021-04-22,373452
2021-04-23,361229
2021-04-24,343820
2021-04-25,332985
2021-04-26,332440
2021-04-27,350440
2021-04-28,354355
2021-04-29,360235
2021-04-30,356762
2021-05-01,451131
2021-05-02,326962
2021-05-03,354038
2021-05-04,373443
2021-05-05,453032
2021-05-06,407106
2021-05-07,382917
2021-05-08,361694
2021-05-09,344225
2021-05-10,354903
2021-05-11,365574
2021-05-12,376106
2021-05-13,376236
2021-05-14,378875
2021-05-15,402018
2021-05-16,455948
2021-05-17,489472
2021-05-18,443194
2021-05-19,427481
2021-05-20,471576
2021-05-21,491083
2021-05-22,438010
2021-05-23,396078
2021-05-24,395749
2021-05-25,405981
2021-05-26,412894
2021-05-27,401128
2021-05-28,413268
2021-05-29,430858
2021-05-30,365849
2021-05-31,370595
2021-06-01,377864
2021-06-02,386145
2021-06-03,438946
2021-06-04,477163
2021-06-05,395155
2021-06-06,363586
2021-06-07,374302
2021-06-08,390228
2021-06-09,385550
2021-06-10,373646
2021-06-11,491981
2021-06-12,541407
2021-06-13,489284
2021-06-14,517303
2021-06-15,524274
2021-06-16,541599
2021-06-17,547312
2021-06-18,536476
2021-06-19,490984
2021-06-20,449303
2021-06-21,450130
2021-06-22,430175
2021-06-23,417176
2021-06-24,421547
2021-06-25,422752
2021-06-26,376992
2021-06-27,383889
2021-06-28,398308
2021-06-29,399425
2021-06-30,405376
2021-07-01,401566
2021-07-02,395955
2021-07-03,417854
2021-07-04,564325
2021-07-05,534609
2021-07-06,584805
2021-07-07,578855
2021-07-08,573281
2021-07-09,549181
2021-07-10,541641
2021-07-11,536562
2021-07-12,538850
2021-07-13,517348
2021-07-14,503532
2021-07-15,487561
2021-07-16,462652
2021-07-17,506321
2021-07-18,428157
2021-07-19,442660
2021-07-20,447463
2021-07-21,442245
2021-07-22,437043
2021-07-23,441790
2021-07-24,428354
2021-07-25,417428
2021-07-26,418893
2021-07-27,425543
2021-07-28,417574
2021-07-29,414753
2021-07-30,404644
2021-07-31,379235
2021-08-01,369191
2021-08-02,380609
2021-08-03,369538
2021-08-04,390529
2021-08-05,380350
2021-08-06,397923
2021-08-07,373777
2021-08-08,487128
2021-08-09,477981
2021-08-10,426263
2021-08-11,415573
2021-08-12,411973
2021-08-13,419172
2021-08-14,468517
2021-08-15,394219
2021-08-16,379611
2021-08-17,461894
2021-08-18,479752
2021-08-19,418067
2021-08-20,415596
2021-08-21,486797
2021-08-22,509501
2021-08-23,526535
2021-08-24,574911
2021-08-25,582419
2021-08-26,568683
2021-08-27,573269
2021-08-28,567486
