date,임랑해수욕장_정점명,임랑해수욕장_정점코드,임랑해수욕장_유속(cm/s),임랑해수욕장_유향(deg),임랑해수욕장_수온(℃),임랑해수욕장_염분(PSU),임랑해수욕장_유의파고(m),임랑해수욕장_유의파주기(sec),임랑해수욕장_최대파고(m),임랑해수욕장_최대파주기(sec),임랑해수욕장_풍속(m/s),임랑해수욕장_풍향(deg),임랑해수욕장_기온(℃),임랑해수욕장_기압(hPa),임랑해수욕장_시정(m)
2022-09-24,,,11.27773851590106,166.6077738515901,23.76077738515901,,0.4,,0.7,,6.7,218.8268551236749,19.631448763250884,1015.2236749116607,
2022-09-25,,,20.21111111111111,158.6415770609319,23.56200716845878,,0.8,,1.3,,5.8,228.49820788530465,20.780645161290323,1016.1204301075268,
2022-09-26,,,13.237543859649122,136.0842105263158,23.415087719298246,,0.6,,1.0,,5.2,282.1578947368421,20.892280701754387,1016.2891228070176,
2022-09-27,,,14.90565371024735,191.89752650176678,23.66077738515901,,0.7,,1.2,,9.0,227.68197879858658,21.896113074204948,1015.3929328621908,
2022-09-28,,,15.425978647686833,161.34519572953738,23.483985765124554,,1.1,,1.6,,6.9,214.81138790035587,21.76334519572954,1013.5818505338078,
2022-09-29,,,18.208185053380785,182.15658362989325,23.838078291814945,,0.8,,1.2,,4.1,253.15658362989325,21.95943060498221,1014.0459074733097,
2022-09-30,,,19.23794326241135,141.63120567375887,23.635335689045938,,0.4,,0.6,,4.0,263.58657243816253,21.67950530035336,1015.7795053003533,
2022-10-01,,,28.071272727272728,145.33695652173913,23.362142857142857,,0.3,,0.5,,6.0,272.125,21.858571428571427,1017.0260714285714,
2022-10-02,,,33.12791519434629,187.15194346289752,23.253356890459365,,0.3,,0.5,,4.8,212.69257950530036,22.719787985865725,1018.2727915194347,
2022-10-03,,,34.26077738515901,150.37455830388691,22.583392226148412,,1.7,,2.5,,10.4,200.1660777385159,24.290459363957595,1015.4727915194346,
2022-10-04,,,19.6925,186.69642857142858,21.395357142857144,,1.8,,2.8,,11.9,216.40714285714284,21.75857142857143,1012.1892857142857,
2022-10-05,,,25.491843971631205,207.93617021276594,22.501063829787235,,1.9,,2.9,,8.2,299.12056737588654,17.76382978723404,1019.0624113475177,
2022-10-06,,,27.123843416370107,178.22419928825622,22.92740213523132,,1.6,,2.5,,7.2,265.75618374558303,18.71731448763251,1018.3220640569396,
2022-10-07,,,25.97364864864865,224.76351351351352,22.892666666666667,,1.3,,1.9,,8.6,274.52,18.685333333333336,1015.884,
2022-10-08,,,22.18136200716846,169.52329749103941,22.407885304659498,,2.3,,3.7,,10.3,148.08960573476702,17.685663082437276,1023.8648745519713,
2022-10-09,,,19.489788732394366,145.59010600706713,22.563286713286715,,1.5,,2.2,,6.9,268.1013986013986,18.19125874125874,1017.6590909090909,
2022-10-10,,,17.80802919708029,135.05839416058393,22.285512367491165,,1.0,,1.5,,12.4,263.12720848056534,16.303180212014134,1012.7031802120141,
2022-10-11,,,18.67844522968198,147.40282685512366,21.33957597173145,,0.8,,1.2,,10.8,220.96466431095408,15.124381625441696,1019.1416961130741,
2022-10-12,,,15.491901408450703,179.57394366197184,21.028521126760566,,1.4,,2.2,,9.6,151.92605633802816,17.417957746478873,1025.3366197183097,
2022-10-13,,,17.625795053003536,193.5123674911661,20.948056537102474,,1.9,,2.7,,10.0,44.28621908127209,19.771731448763248,1024.0155477031803,
2022-10-14,,,19.58273381294964,163.33453237410072,21.542142857142856,,2.0,,2.5,,8.8,217.95744680851064,19.002836879432625,1019.7722419928825,
2022-10-15,,,25.0,45.0,21.6,,0.9,,1.2,,4.9,333.0,18.6,1018.5,
2022-10-16,,,14.749600000000001,194.02822580645162,22.374285714285715,,0.8,,1.7,,6.5,233.5444839857651,20.30427046263345,1017.4246428571429,
2022-10-17,,,23.6760162601626,219.04526748971193,21.64166666666667,,0.4,,0.7,,10.7,240.68345323741008,18.614748201438847,1014.9007194244605,
2022-10-18,,,11.657347670250896,157.1290322580645,21.348214285714285,,1.1,,2.1,,9.4,256.4946619217082,14.140569395017794,1019.7523131672599,
2022-10-19,,,23.5443661971831,203.19014084507043,20.68661971830986,,0.7,,1.0,,7.3,261.03169014084506,13.456690140845069,1023.9464788732394,
2022-10-20,,,22.473741007194246,162.62230215827338,21.18453237410072,,0.6,,0.9,,6.0,244.1505376344086,15.381003584229392,1026.829856115108,
2022-10-21,,,10.11834061135371,132.19383259911893,21.652112676056337,,0.4,,0.7,,8.6,247.98591549295776,18.325704225352112,1024.0457746478874,
2022-10-22,,,17.56359649122807,160.24890829694323,21.695289855072463,,0.4,,0.7,,7.4,223.04676258992805,19.693525179856117,1019.2425992779783,
2022-10-23,,,17.161194029850744,174.77037037037036,21.447670250896056,,0.9,,1.4,,11.2,274.575,17.21785714285714,1016.6528571428571,
2022-10-24,,,16.606617647058822,162.36764705882354,20.95642857142857,,1.1,,1.5,,9.2,303.1,14.422500000000001,1018.5942857142858,
2022-10-25,,,20.3,144.23529411764707,21.05812274368231,,1.4,,2.5,,10.4,292.98916967509024,13.663176895306858,1026.0234657039712,
2022-10-26,,,26.427338129496402,157.20938628158845,21.0636690647482,,1.5,,2.2,,7.7,264.1546762589928,15.877338129496401,1027.0107913669065,
2022-10-27,,,23.56258992805755,142.59712230215828,20.7275,,0.8,,1.2,,4.7,243.04285714285714,17.3075,1024.1153571428572,
2022-10-28,,,24.670609318996416,169.33333333333334,20.76063829787234,,1.4,,2.3,,11.7,179.46453900709218,16.851773049645388,1025.1932624113474,
2022-10-29,,,18.65326086956522,169.32116788321167,20.878776978417267,,1.6,,2.3,,8.4,192.63309352517985,16.263309352517986,1026.501438848921,
2022-10-30,,,17.96413043478261,174.3768115942029,20.95144927536232,,1.4,,2.1,,10.0,215.36231884057972,15.817753623188405,1025.5702898550726,
2022-10-31,,,14.78494623655914,186.25089605734766,20.85304659498208,,1.3,,2.1,,8.3,219.81720430107526,16.424014336917562,1024.032616487455,
2022-11-01,,,14.333818181818183,181.0036496350365,20.84551971326165,,0.8,,1.3,,7.1,258.0857142857143,17.018214285714286,1020.3616487455198,
2022-11-02,,,16.068796992481204,179.7433962264151,20.676156583629894,,0.5,,0.8,,5.9,246.7473309608541,16.553736654804272,1019.4797153024911,
2022-11-03,,,19.923846153846153,189.31153846153848,20.665836298932387,,0.4,,0.5,,5.3,226.932384341637,16.165836298932387,1016.9348754448399,
2022-11-04,,,21.31863799283154,122.04659498207886,20.02831541218638,,0.7,,0.9,,6.8,294.23214285714283,13.3,1018.9530465949822,
2022-11-05,,,26.8910394265233,131.59498207885304,20.11899641577061,,0.7,,1.1,,8.5,296.9964157706093,11.275985663082437,1022.6763440860216,
2022-11-06,,,19.846099290780142,180.5744680851064,20.059219858156027,,0.6,,1.0,,5.7,262.6099290780142,12.097163120567377,1023.9787234042553,
2022-11-07,,,20.582857142857144,172.8892857142857,19.69107142857143,,0.3,,0.6,,5.4,258.72857142857146,14.088571428571429,1022.5332142857143,
2022-11-08,,,22.57894736842105,165.0701754385965,18.993684210526315,,0.5,,0.7,,5.3,245.7157894736842,15.174736842105263,1024.0638596491228,
2022-11-09,,,29.108602150537635,130.69175627240142,18.983629893238433,,0.6,,0.9,,9.4,240.864768683274,15.583629893238435,1024.3512455516016,
2022-11-10,,,31.300378787878785,169.7528517110266,19.202909090909092,,0.3,,0.5,,4.6,223.4618181818182,16.305818181818182,1024.054909090909,
2022-11-11,,,30.483802816901406,151.57042253521126,19.401754385964914,,0.6,,1.2,,5.8,220.1578947368421,17.335087719298247,1026.099298245614,
2022-11-12,,,32.95957446808511,165.31914893617022,19.329787234042552,,0.7,,1.2,,11.0,233.81625441696113,18.306713780918727,1019.5293286219081,
2022-11-13,,,15.763799283154123,187.30935251798562,19.130035335689048,,1.8,,2.8,,13.7,196.83450704225353,18.529929577464788,1012.3024647887324,
2022-11-14,,,12.54626334519573,179.80427046263344,18.454448398576513,,2.0,,3.5,,9.8,242.38078291814946,13.778647686832741,1017.420640569395,
2022-11-15,,,1.3,306.0,18.6,,0.9,,1.1,,2.7,280.0,11.7,1015.3,
2022-11-16,,,10.762544169611308,167.0,18.757950530035334,,0.5,,0.7,,6.5,271.41696113074204,13.529681978798587,1019.5480565371024,
2022-11-17,,,11.064835164835165,206.05128205128204,18.646209386281587,,0.4,,0.7,,5.0,251.43525179856115,13.06115107913669,1023.156834532374,
2022-11-18,,,20.504626334519575,196.49110320284697,18.965836298932384,,0.5,,1.0,,6.8,237.1241134751773,14.433333333333334,1025.4109929078015,
2022-11-19,,,19.128113879003557,203.864768683274,18.885053380782917,,1.9,,2.8,,9.4,168.7163120567376,16.48617021276596,1022.614590747331,
2022-11-20,,,16.225357142857145,199.15714285714284,19.180714285714288,,1.6,,2.4,,6.6,212.34642857142856,16.158571428571427,1019.6557142857142,
2022-11-21,,,22.064727272727275,181.22545454545454,18.964363636363636,,0.5,,0.8,,5.2,248.2753623188406,15.58804347826087,1020.3636363636364,
2022-11-22,,,19.494285714285713,172.62142857142857,18.89785714285714,,1.3,,2.2,,7.6,310.84697508896795,15.858007117437724,1019.4185053380783,
2022-11-23,,,22.164157706093192,177.50537634408602,18.7168458781362,,1.7,,2.3,,8.7,312.3010752688172,15.8247311827957,1014.5010752688172,
2022-11-24,,,27.475451263537906,186.95306859205778,18.574729241877257,,1.1,,1.6,,6.6,249.54151624548737,13.686642599277977,1019.5631768953068,
2022-11-25,,,29.29136690647482,169.26978417266187,18.042086330935252,,0.8,,1.2,,9.1,245.17562724014337,15.051254480286739,1018.9669064748201,
2022-11-26,,,33.52851985559567,131.4548736462094,17.686642599277977,,0.4,,0.6,,7.2,227.48561151079136,15.833812949640288,1015.4769784172661,
2022-11-27,,,35.82142857142857,156.06428571428572,17.231785714285714,,0.8,,1.4,,6.0,229.37722419928826,12.350533807829182,1020.3792857142857,
2022-11-28,,,29.28494623655914,169.64874551971326,17.359139784946237,,1.6,,2.3,,9.2,239.05376344086022,17.203942652329747,1017.5544802867383,
2022-11-29,,,24.125714285714285,187.74285714285713,17.590714285714284,,2.5,,3.8,,12.1,260.135231316726,16.827402135231317,1010.6410714285714,
2022-11-30,,,22.206737588652484,170.98581560283688,16.879787234042553,,0.6,,1.1,,8.9,300.62056737588654,5.387588652482269,1024.8851063829786,
2022-12-01,,,14.030797101449275,179.2391304347826,16.628985507246377,,0.6,,0.9,,6.4,267.5289855072464,2.8485507246376813,1028.3865942028986,
2022-12-02,,,16.9339222614841,209.16666666666666,17.879858657243815,,0.7,,1.0,,5.1,248.08450704225353,3.5950704225352115,1029.4742049469965,
2022-12-03,,,17.95729537366548,192.51245551601423,17.910283687943263,,0.5,,0.7,,6.8,241.78014184397162,8.820567375886526,1025.0744680851064,
2022-12-04,,,23.68607142857143,169.69642857142858,17.08892857142857,,0.5,,0.9,,8.3,307.48571428571427,8.0675,1026.1367857142857,
2022-12-05,,,16.88485915492958,152.31690140845072,16.77112676056338,,0.9,,1.3,,9.8,322.2842105263158,5.203859649122807,1025.0828070175437,
2022-12-06,,,19.518374558303886,159.25441696113074,16.798939929328622,,0.7,,1.1,,10.1,261.74911660777383,5.960424028268551,1023.2240282685514,
2022-12-07,,,21.6125,172.24642857142857,16.42892857142857,,0.7,,1.0,,8.2,250.49285714285713,8.555714285714286,1023.3392857142857,
2022-12-08,,,32.41142857142857,112.17857142857143,16.47392857142857,,0.7,,1.0,,8.0,255.37010676156584,9.196797153024912,1024.9310714285714,
2022-12-09,,,28.011971830985914,151.48239436619718,17.192605633802817,,0.6,,0.8,,4.6,269.6901408450704,10.23556338028169,1022.0637323943661,
2022-12-10,,,23.517818181818182,171.34181818181818,17.20072727272727,,0.4,,0.7,,7.2,240.55434782608697,10.295289855072463,1018.3105454545455,
2022-12-11,,,20.434982332155478,139.35689045936397,16.987632508833922,,1.7,,2.7,,9.6,281.2650176678445,8.870671378091872,1019.8148409893992,
2022-12-12,,,20.185559566787003,170.81949458483754,17.023104693140795,,2.1,,3.0,,8.8,249.4620938628159,9.71552346570397,1019.2512635379061,
2022-12-13,,,20.435018050541515,144.73285198555956,16.81985559566787,,1.0,,1.7,,11.6,259.5503597122302,8.147841726618704,1016.8985611510791,
2022-12-14,,,18.175,133.18928571428572,16.01464285714286,,0.9,,1.7,,10.9,278.87188612099646,1.7758007117437722,1024.2032142857145,
2022-12-15,,,16.836785714285714,127.49642857142857,15.8425,,0.7,,1.0,,8.2,237.85,3.790714285714286,1025.1657142857143,
2022-12-16,,,1.3,99.0,15.5,,0.4,,0.6,,3.6,234.0,6.0,1023.9,
2022-12-17,,,7.53884892086331,142.29496402877697,15.443884892086329,,0.9,,1.6,,10.4,266.4568345323741,2.533453237410072,1022.8712230215828,
2022-12-18,,,11.99136690647482,180.6043165467626,15.539208633093525,,0.8,,1.5,,10.3,279.1438848920863,1.669064748201439,1021.4453237410072,
2022-12-19,,,12.265232974910393,138.168458781362,15.13942652329749,,0.7,,1.0,,8.3,251.96428571428572,2.613928571428571,1025.7275,
2022-12-20,,,15.575088967971531,178.48398576512454,15.238434163701067,,0.6,,0.9,,5.4,237.28469750889678,3.6893238434163704,1025.9092526690392,
2022-12-21,,,19.75464285714286,171.99642857142857,15.517142857142858,,1.0,,1.6,,8.4,286.9003558718861,7.097508896797153,1012.5435714285715,
2022-12-22,,,22.920216606498194,149.8519855595668,15.146931407942237,,0.6,,1.0,,12.5,275.57761732851986,2.96101083032491,1006.8259927797834,
2022-12-23,,,22.63892857142857,138.65,14.305,,1.1,,1.7,,17.5,265.52142857142854,1.7657142857142856,1007.7664285714285,
2022-12-24,,,32.2831541218638,114.45878136200717,14.73584229390681,,3.2,,4.3,,8.9,285.22939068100357,3.556989247311828,1015.5322580645161,
2022-12-25,,,31.316,116.26181818181819,15.353090909090911,,2.1,,3.7,,7.8,287.3007246376812,4.14963768115942,1019.0574545454544,
2022-12-26,,,24.366666666666667,154.54964539007094,16.17872340425532,,1.7,,2.4,,7.6,281.10283687943263,4.306382978723405,1022.7652482269503,
2022-12-27,,,21.04136690647482,149.79496402877697,16.4794964028777,,1.2,,1.8,,6.6,277.95340501792117,5.9487455197132615,1025.7903225806451,
2022-12-28,,,21.4339222614841,145.04240282685512,16.422968197879857,,0.9,,1.4,,7.3,291.3886925795053,4.759010600706714,1027.2265017667844,
2022-12-29,,,19.33201438848921,146.64028776978418,16.33992805755396,,0.6,,0.9,,6.2,271.33807829181495,3.1451957295373663,1030.6875,
2022-12-30,,,14.191397849462366,174.6594982078853,16.268817204301076,,0.5,,0.8,,7.0,278.94642857142856,3.9800000000000004,1030.5889285714286,
2022-12-31,,,12.224113475177305,175.93617021276594,15.913475177304965,,0.5,,0.7,,6.8,252.7836879432624,4.373404255319149,1028.8031914893618,
2023-01-01,,,12.032280701754384,192.8035087719298,15.478947368421053,,0.5,,0.7,,7.2,232.7824561403509,5.7575438596491235,1028.1126315789472,
2023-01-02,,,15.02781690140845,170.45774647887325,15.638028169014083,,0.5,,0.8,,9.0,293.7112676056338,5.124295774647887,1027.751056338028,
2023-01-03,,,15.45880281690141,158.80985915492957,15.411267605633803,,0.5,,0.9,,10.3,258.9964788732394,3.7799295774647885,1026.6679577464788,
2023-01-04,,,17.88853046594982,160.921146953405,15.068100358422939,,0.5,,0.8,,10.5,261.1111111111111,4.564874551971326,1028.2534050179213,
2023-01-05,,,18.85253623188406,165.36231884057972,15.041666666666666,,0.5,,0.7,,8.2,281.04347826086956,6.429347826086956,1029.2384057971014,
2023-01-06,,,19.511827956989247,178.26164874551972,14.830465949820788,,0.5,,0.8,,6.2,269.0,6.429285714285714,1022.74229390681,
2023-01-07,,,21.45268817204301,168.5483870967742,14.714336917562724,,0.7,,1.2,,9.7,269.6928571428571,7.674285714285715,1016.9709677419356,
2023-01-08,,,20.7675,160.93214285714285,14.430357142857142,,0.7,,1.1,,8.7,257.36785714285713,7.218214285714286,1023.7332142857142,
2023-01-09,,,22.738078291814944,172.61565836298934,14.39644128113879,,0.4,,0.6,,9.7,266.98220640569394,10.782562277580071,1022.1658362989323,
2023-01-10,,,25.1325,126.47857142857143,13.8375,,1.3,,1.8,,8.0,241.8220640569395,8.301067615658363,1027.527046263345,
2023-01-11,,,21.00886524822695,153.70921985815602,14.013475177304965,,1.0,,1.5,,7.3,234.68085106382978,10.356382978723405,1024.9446808510638,
2023-01-12,,,24.797849462365594,185.01075268817203,14.525089605734767,,0.5,,0.6,,6.6,230.70714285714286,11.652857142857144,1023.0523297491038,
2023-01-13,,,13.631448763250884,217.08833922261485,14.879858657243815,,3.2,,4.1,,9.6,198.14840989399292,14.849823321554771,1012.775265017668,
2023-01-14,,,17.6678445229682,239.4310954063604,14.840989399293287,,1.4,,2.2,,9.1,224.58657243816253,10.901766784452295,1012.5388692579505,
2023-01-15,,,12.14432624113475,220.85106382978722,14.703191489361704,,1.5,,2.6,,8.2,332.1843971631206,7.37482269503546,1014.7379432624112,
2023-01-16,,,25.4,247.0,14.2,,0.8,,1.0,,6.6,342.0,3.7,1015.1,
2023-01-17,,,11.309782608695652,170.30072463768116,14.418478260869565,,1.1,,1.8,,6.7,265.4528985507246,3.366304347826087,1023.3471014492753,
2023-01-18,,,12.732746478873239,162.34859154929578,14.196478873239437,,0.5,,0.8,,8.1,268.40492957746477,3.7929577464788733,1024.63661971831,
2023-01-19,,,16.067259786476868,147.49466192170817,13.850533807829182,,1.1,,1.6,,6.6,261.7304964539007,4.087943262411347,1023.6889679715301,
2023-01-20,,,20.465836298932384,163.72953736654804,13.751957295373666,,0.8,,1.3,,9.9,262.8291814946619,4.98220640569395,1023.7736654804271,
2023-01-21,,,33.13936170212766,110.24113475177305,14.336170212765959,,1.0,,1.6,,8.6,284.031914893617,2.9134751773049645,1028.3478723404255,
2023-01-22,,,25.50711743772242,142.36654804270464,14.882562277580071,,1.4,,2.1,,6.1,311.5978647686833,5.152669039145908,1025.6135231316728,
2023-01-23,,,26.764130434782608,164.45652173913044,14.932971014492754,,0.8,,1.2,,10.3,256.47292418772565,7.344404332129964,1020.1115523465705,
2023-01-24,,,26.21003584229391,168.41935483870967,14.660931899641577,,1.0,,1.6,,16.5,288.7491039426523,4.570609318996416,1020.8501792114696,
2023-01-25,,,24.498576512455518,158.88256227758006,14.229537366548042,,1.1,,1.6,,7.3,267.1814946619217,4.3028469750889675,1027.4391459074734,
2023-01-26,,,20.759856630824373,167.5448028673835,14.084229390681003,,0.7,,1.1,,8.0,280.4910394265233,3.730824372759857,1023.4767025089606,
2023-01-27,,,16.703956834532374,149.4640287769784,13.83021582733813,,0.5,,0.9,,12.2,308.568345323741,1.7615107913669064,1017.9219424460431,
2023-01-28,,,13.45017793594306,138.644128113879,13.44982206405694,,1.0,,1.5,,15.4,283.43060498220643,2.0943060498220643,1020.3007117437722,
2023-01-29,,,10.196466431095406,156.21554770318022,13.553356890459364,,0.6,,0.8,,8.2,264.6148409893993,3.091872791519435,1019.5095406360424,
2023-01-30,,,10.391166077738514,140.73144876325088,13.652296819787985,,0.8,,1.2,,9.5,269.1943462897527,4.603886925795053,1021.116961130742,
2023-01-31,,,19.02302158273381,121.35971223021583,13.047482014388489,,0.7,,1.3,,9.0,258.04676258992805,5.664388489208633,1019.7852517985611,
2023-02-01,,,12.868705035971223,182.1978417266187,13.317985611510792,,0.7,,1.1,,11.4,267.92446043165467,10.232014388489208,1015.4859712230215,
2023-02-02,,,15.654121863799283,158.18279569892474,12.62043010752688,,1.2,,1.7,,9.4,246.6107142857143,4.916428571428571,1023.7390681003585,
2023-02-03,,,22.164157706093192,132.72401433691758,13.621146953405018,,1.0,,1.4,,6.2,260.1505376344086,6.1587813620071685,1020.8143369175627,
2023-02-04,,,17.077112676056338,172.57746478873239,13.684507042253522,,0.7,,1.1,,5.7,258.3380281690141,4.853169014084507,1022.5538732394366,
2023-02-05,,,16.468197879858657,160.7703180212014,13.680918727915193,,0.7,,1.0,,9.3,244.99293286219083,5.77809187279152,1023.9865724381626,
2023-02-06,,,20.365703971119135,183.4837545126354,13.628880866425993,,0.4,,0.6,,4.3,248.69424460431654,7.339928057553957,1021.6115107913669,
2023-02-07,,,23.480645161290322,147.49462365591398,13.836917562724015,,1.1,,1.8,,11.5,224.79928315412187,9.30967741935484,1019.4487455197133,
2023-02-08,,,19.99679715302491,139.68683274021353,14.22846975088968,,1.0,,1.4,,6.2,217.75177304964538,8.791843971631206,1023.7053191489363,
2023-02-09,,,19.607773851590107,186.1095406360424,14.122968197879858,,1.9,,2.8,,11.0,171.66901408450704,8.158802816901408,1027.205633802817,
2023-02-10,,,19.902877697841728,184.16906474820144,14.197841726618705,,1.7,,2.6,,10.3,231.03237410071944,7.474100719424461,1018.4712230215828,
2023-02-11,,,13.704444444444446,84.75555555555556,14.357777777777779,,0.8,,1.2,,6.3,327.8666666666667,6.213333333333334,1021.3933333333333,
2023-02-12,,,,,,,,,,,,,,,
2023-02-13,,,6.707692307692308,158.47435897435898,14.096103896103898,,1.5,,2.4,,10.5,149.55128205128204,8.205128205128204,1016.1282051282051,
2023-02-14,,,10.11841155234657,204.78700361010831,14.050541516245488,,1.6,,2.4,,13.1,186.12996389891697,6.303610108303249,1020.784476534296,
2023-02-15,,,11.459430604982206,201.1423487544484,13.824199288256228,,1.8,,2.8,,11.0,220.51957295373666,3.7508896797153026,1028.846975088968,
2023-02-16,,,23.3,234.0,13.5,,1.1,,1.6,,5.5,340.0,4.4,1032.1,
2023-02-17,,,16.378629032258065,158.24696356275302,14.0,,0.6,,0.9,,6.1,230.74545454545455,8.301818181818183,1027.129927007299,
2023-02-18,,,21.729562043795617,123.06569343065694,14.066423357664233,,1.0,,1.6,,5.9,256.8649635036496,10.334306569343065,1020.0094890510948,
2023-02-19,,,22.513432835820897,161.67415730337078,14.285663082437276,,1.0,,1.4,,9.1,254.82078853046596,11.463082437275984,1014.994982078853,
2023-02-20,,,24.90359712230216,165.72661870503597,13.928776978417266,,0.7,,0.9,,11.1,233.68705035971223,5.430935251798561,1022.9917266187051,
2023-02-21,,,27.727758007117437,163.90391459074732,13.727758007117437,,1.5,,2.3,,10.0,216.51601423487546,3.2576512455516013,1032.1220640569395,
2023-02-22,,,26.73886925795053,162.36395759717314,13.657950530035334,,1.0,,1.4,,6.5,233.5547703180212,6.29434628975265,1030.1434628975264,
2023-02-23,,,25.22129963898917,160.06859205776172,13.549819494584838,,0.6,,0.9,,8.9,227.28519855595667,9.455595667870035,1021.9527075812275,
2023-02-24,,,23.461596958174905,171.08365019011407,13.69809885931559,,0.6,,0.8,,8.8,206.24187725631768,9.364259927797834,1021.1579710144927,
2023-02-25,,,17.421126760563382,180.55633802816902,13.77007042253521,,1.4,,2.0,,11.1,248.58450704225353,5.81830985915493,1028.125,
2023-02-26,,,14.13525179856115,159.42446043165467,13.651079136690647,,1.0,,1.5,,6.9,245.5071942446043,6.08453237410072,1034.9672661870504,
2023-02-27,,,11.065357142857144,151.41071428571428,13.79892857142857,,0.8,,1.2,,11.0,237.0427046263345,8.494661921708184,1033.4199288256227,
2023-02-28,,,12.228113879003558,110.34163701067615,13.034519572953736,,1.1,,1.7,,11.2,224.48398576512454,10.620284697508897,1026.7594306049823,
2023-03-01,,,9.069611307420494,116.08480565371025,13.082685512367492,,0.7,,1.1,,11.5,258.23674911660777,11.394346289752649,1019.7318021201413,
2023-03-02,,,13.757597173144877,116.26501766784452,13.013780918727916,,0.8,,1.4,,9.1,258.1590106007067,6.347349823321554,1024.9618374558304,
2023-03-03,,,12.593571428571428,130.75714285714287,13.158214285714287,,0.7,,1.1,,9.3,246.92142857142858,8.112142857142857,1025.98,
2023-03-04,,,16.26950354609929,205.52836879432624,13.256028368794325,,0.8,,1.2,,9.7,188.55830388692578,10.623321554770317,1027.487632508834,
2023-03-05,,,19.657608695652176,133.58695652173913,13.61123188405797,,1.1,,1.7,,5.4,219.06521739130434,10.328985507246378,1027.5565217391304,
2023-03-06,,,22.29781818181818,131.15636363636364,13.531636363636363,,0.8,,1.2,,11.9,238.1014492753623,11.472101449275362,1023.1822463768116,
2023-03-07,,,28.138652482269507,106.85460992907801,13.209574468085107,,1.1,,1.8,,10.4,209.9113475177305,13.773758865248226,1021.081560283688,
2023-03-08,,,26.551785714285714,109.41785714285714,13.256785714285714,,0.9,,1.5,,10.5,215.0,14.973309608540925,1020.2174377224198,
2023-03-09,,,24.580575539568343,127.13669064748201,13.16798561151079,,1.7,,14.5,,10.2,208.30575539568346,14.713309352517987,1015.705035971223,
2023-03-10,,,27.29398148148148,114.13888888888889,13.988532110091743,,0.8,,1.3,,5.1,180.91244239631337,13.4,1020.7190697674419,
2023-03-11,,,25.30913043478261,93.33478260869565,13.51861471861472,,0.7,,1.2,,10.5,224.07391304347826,13.614347826086957,1022.0399082568808,
2023-03-12,,,24.914388489208633,112.49280575539568,13.475179856115108,,1.0,,1.5,,12.8,231.32374100719426,12.607553956834533,1018.2323741007193,
2023-03-13,,,18.5825,130.36785714285713,13.386071428571428,,0.8,,1.2,,11.3,233.88571428571427,5.98,1021.7585714285715,
2023-03-14,,,15.461921708185054,99.55160142348754,13.233451957295374,,0.8,,1.4,,10.4,218.83274021352312,10.511032028469751,1020.5124555160143,
2023-03-15,,,18.467625899280577,77.83812949640287,13.215107913669064,,1.8,,3.0,,11.8,217.36917562724014,13.932616487455196,1020.6874551971325,
2023-03-16,,,13.966071428571428,75.19285714285714,13.159285714285714,,1.0,,1.5,,8.4,126.25978647686833,12.058007117437723,1024.8419928825622,
2023-03-17,,,17.76099290780142,99.85106382978724,13.63758865248227,,1.2,,1.9,,8.3,161.88652482269504,10.254609929078015,1023.4751773049645,
2023-03-18,,,18.49820788530466,90.66666666666667,13.847670250896057,,1.3,,1.9,,7.6,226.00716845878136,10.678494623655915,1017.7541218637994,
2023-03-19,,,14.6,222.0,14.0,,0.6,,0.9,,2.5,297.0,9.3,1018.6,
2023-03-20,,,31.591111111111108,157.09444444444443,13.921111111111113,,0.4,,0.6,,9.1,241.89444444444445,11.456666666666665,1017.0627777777777,
2023-03-21,,,30.87579365079365,141.78968253968253,13.745454545454544,,0.6,,1.1,,3.7,113.41666666666667,14.433333333333332,1012.7656,
2023-03-22,,,27.02226148409894,116.31448763250883,13.906360424028268,,0.8,,1.4,,4.1,86.33568904593639,15.20989399293286,1011.6219081272085,
2023-03-23,,,30.20212014134276,155.46289752650176,15.010954063604242,,1.3,,2.2,,8.4,68.59363957597174,15.144876325088338,1005.8932862190812,
2023-03-24,,,32.37711267605634,197.71478873239437,15.182042253521127,,1.4,,2.0,,12.3,59.25704225352113,12.844718309859156,1015.344366197183,
2023-03-25,,,19.757243816254416,174.6113074204947,14.973498233215548,,1.5,,2.6,,10.5,113.06007067137809,11.3886925795053,1019.2219081272084,
2023-03-26,,,19.865690376569034,171.14644351464435,15.176150627615062,,1.0,,1.6,,5.9,234.0836820083682,11.607112970711297,1016.350209205021,
2023-03-27,,,15.882142857142858,170.28174603174602,15.186111111111112,,0.5,,0.8,,7.5,213.43650793650792,11.327380952380953,1020.1928571428572,
2023-03-28,,,12.899082568807339,128.71100917431193,15.171100917431193,,0.5,,1.0,,8.4,247.11009174311926,11.444954128440367,1023.8160550458715,
2023-03-29,,,15.617667844522968,118.02120141342756,14.503886925795054,,0.4,,0.6,,4.7,226.32155477031802,12.948409893992933,1022.3084805653709,
2023-03-30,,,16.198251748251746,102.63636363636364,14.431818181818182,,0.3,,0.5,,6.2,243.3846153846154,13.80034965034965,1019.1527972027973,
2023-03-31,,,14.037894736842105,99.8280701754386,14.478947368421053,,0.5,,0.8,,4.8,209.81052631578947,14.990175438596491,1017.88,
2023-04-01,,,19.29432624113475,63.659574468085104,15.013829787234041,,0.8,,1.3,,8.7,132.95035460992906,13.722340425531915,1017.3216312056738,
