date,임랑해수욕장_정점명,임랑해수욕장_정점코드,임랑해수욕장_유속(cm/s),임랑해수욕장_유향(deg),임랑해수욕장_수온(℃),임랑해수욕장_염분(PSU),임랑해수욕장_유의파고(m),임랑해수욕장_유의파주기(sec),임랑해수욕장_최대파고(m),임랑해수욕장_최대파주기(sec),임랑해수욕장_풍속(m/s),임랑해수욕장_풍향(deg),임랑해수욕장_기온(℃),임랑해수욕장_기압(hPa),임랑해수욕장_시정(m),송정_정점명,송정_정점코드,송정_유속(cm/s),송정_유향(deg),송정_수온(℃),송정_염분(PSU),송정_유의파고(m),송정_유의파주기(sec),송정_최대파고(m),송정_최대파주기(sec),송정_풍속(m/s),송정_풍향(deg),송정_기온(℃),송정_기압(hPa),송정_시정(m)
2024-12-18,,,23.26062717770035,130.33797909407664,15.237630662020905,,1.1,,1.7,,6.5,260.0034843205575,3.700696864111498,1023.0519163763067,,,,30.53888888888889,170.44097222222223,14.187847222222222,,1.0,,1.8,,7.3,308.3298611111111,4.130208333333333,1023.0045138888888,
2024-12-19,,,20.762020905923343,120.26480836236934,15.352613240418117,,1.6,,2.2,,9.6,292.3135888501742,5.409059233449478,1026.7602787456447,,,,29.20592334494774,150.90592334494772,14.428919860627179,,2.1,,3.3,,8.4,249.3658536585366,5.920557491289199,1026.6794425087107,
2024-12-20,,,18.608333333333334,144.96875,15.386458333333334,,0.9,,1.3,,9.3,258.65625,8.462847222222223,1022.2298611111112,,,,27.205555555555556,145.42708333333334,14.44409722222222,,1.1,,1.8,,9.8,267.6354166666667,8.604166666666666,1022.2920138888888,
2024-12-21,,,12.332945736434109,156.96124031007753,15.196138996138997,,0.7,,1.1,,13.6,275.988416988417,6.331274131274131,1016.7911196911198,,,,18.83903345724907,136.94833948339485,14.223985239852398,,1.0,,1.5,,13.5,277.1918819188192,6.696678966789667,1016.8952029520294,
2024-12-22,,,8.955084745762711,137.5593220338983,14.763559322033897,,0.8,,1.2,,13.2,295.8813559322034,1.902542372881356,1020.6033898305085,,,,15.338983050847459,144.3728813559322,14.03728813559322,,1.3,,2.0,,14.3,295.59322033898303,1.7372881355932204,1020.3,
2024-12-23,,,14.353763440860217,172.21505376344086,14.916042780748665,,0.6,,0.9,,8.4,240.2566844919786,7.424731182795699,1024.2827027027026,,,,19.414659685863874,172.87958115183247,14.723437500000001,,1.0,,1.4,,7.8,269.0732984293194,7.53979057591623,1024.4769633507854,
2024-12-24,,,11.450694444444444,203.16319444444446,14.744791666666666,,0.7,,1.1,,6.2,259.72222222222223,6.014930555555555,1026.2708333333333,,,,12.965972222222222,190.15972222222223,14.624305555555557,,1.0,,1.6,,7.0,243.46180555555554,6.595486111111111,1026.3118055555556,
2024-12-25,,,8.804513888888888,126.64930555555556,14.771527777777777,,0.8,,1.3,,8.5,263.8888888888889,8.119791666666666,1024.6263888888889,,,,15.507986111111112,162.25,14.247569444444444,,1.1,,1.4,,8.1,267.19444444444446,8.459027777777777,1024.7298611111112,
2024-12-26,,,12.411458333333334,112.94444444444444,14.694791666666667,,0.7,,1.2,,8.3,262.6701388888889,8.077777777777778,1021.5295138888889,,,,14.562152777777776,141.84375,14.181944444444444,,0.7,,1.2,,8.5,266.8923611111111,8.269791666666666,1021.6465277777778,
2024-12-27,,,13.8,113.75694444444444,14.5625,,0.6,,0.9,,8.9,249.93402777777777,3.686111111111111,1023.5930555555556,,,,21.744444444444444,126.20833333333333,14.105208333333334,,0.8,,1.2,,7.0,261.2986111111111,3.701736111111111,1023.8013888888888,
2024-12-28,,,14.41184668989547,135.9233449477352,14.347735191637632,,1.0,,1.4,,11.5,276.13588850174216,3.2421602787456445,1021.6536585365853,,,,21.863541666666666,130.54166666666666,13.787500000000001,,1.1,,1.7,,8.9,285.25694444444446,3.0923611111111113,1021.9576388888888,
2024-12-29,,,1.7,89.0,14.0,,0.4,,0.5,,8.3,279.0,2.7,1023.1,,,,27.253819444444446,132.31597222222223,13.284722222222221,,0.9,,1.6,,7.7,270.62847222222223,5.569791666666666,1025.103125,
2024-12-30,,,19.759027777777778,134.99305555555554,14.259374999999999,,0.8,,1.2,,11.0,242.02083333333334,9.3125,1020.3684027777776,,,,31.48850174216028,143.4425087108014,13.295470383275262,,1.0,,1.4,,11.4,249.84375,9.562152777777778,1020.4034722222223,
2024-12-31,,,19.222916666666666,146.16319444444446,14.1375,,0.7,,1.2,,8.5,246.86805555555554,7.8843749999999995,1017.6291666666667,,,,32.00277777777777,145.44791666666666,13.507986111111112,,1.0,,1.6,,8.3,295.8125,8.409722222222221,1017.6899305555556,
2025-01-01,,,20.347902097902097,156.23776223776224,14.06083916083916,,0.6,,1.0,,8.2,270.46153846153845,6.476923076923077,1021.8692307692307,,,,36.114583333333336,145.85416666666666,13.400694444444445,,0.8,,1.2,,8.3,261.24652777777777,7.209722222222222,1021.8555555555556,
2025-01-02,,,22.04355400696864,150.10452961672473,13.946341463414633,,0.5,,0.8,,7.6,251.8780487804878,7.19198606271777,1022.5547038327527,,,,50.9,50.0,13.3,,0.4,,0.5,,3.2,308.0,6.9,1022.4,
2025-01-03,,,20.991319444444443,155.49305555555554,13.724652777777777,,0.8,,1.1,,9.3,282.6145833333333,4.236111111111111,1024.462847222222,,,,34.185069444444444,141.26736111111111,13.764583333333333,,0.9,,1.6,,9.2,306.0729166666667,4.3538194444444445,1024.5163194444444,
2025-01-04,,,29.41111111111111,100.71527777777777,13.734722222222222,,0.7,,1.0,,5.1,250.22916666666666,4.354166666666667,1026.0256944444445,,,,33.43055555555556,156.70138888888889,13.945833333333333,,0.9,,1.5,,7.3,284.25694444444446,4.75625,1026.0482638888889,
2025-01-05,,,27.43402777777778,93.10416666666667,14.851388888888888,,0.7,,1.2,,9.9,264.53472222222223,7.013194444444444,1022.1381944444444,,,,30.545993031358886,154.13588850174216,14.066550522648082,,0.6,,1.1,,7.6,273.53472222222223,7.487847222222222,1022.1520833333333,
2025-01-06,,,16.626480836236933,142.61672473867597,14.876306620209059,,0.5,,0.9,,12.3,273.89930555555554,7.890277777777778,1014.6999999999999,,,,27.214634146341464,143.4773519163763,13.794773519163762,,0.7,,1.1,,12.1,283.1111111111111,7.959027777777777,1014.8288194444444,
2025-01-07,,,15.220905923344947,112.46341463414635,14.150871080139373,,1.3,,1.8,,14.5,272.40418118466897,3.126829268292683,1017.0247386759581,,,,21.834146341463413,130.88501742160278,13.404529616724739,,1.2,,2.0,,12.2,272.57142857142856,2.9303135888501743,1017.439024390244,
2025-01-08,,,15.4,92.52142857142857,13.942857142857143,,1.1,,1.8,,10.4,259.05357142857144,4.019642857142857,1019.1782142857144,,,,19.231428571428573,123.2,13.088571428571429,,1.2,,1.7,,10.5,270.5107142857143,4.365714285714286,1019.2471428571429,
2025-01-09,,,15.223958333333334,102.39236111111111,13.351388888888888,,0.6,,1.0,,13.0,286.25,2.15625,1022.1968750000001,,,,27.310416666666665,88.34722222222223,12.995833333333334,,1.2,,2.0,,11.8,292.1736111111111,1.973611111111111,1022.2666666666667,
2025-01-10,,,30.06829268292683,84.00696864111498,13.169686411149826,,1.2,,1.9,,8.0,284.30662020905925,3.4456445993031357,1028.637630662021,,,,36.63472222222222,87.16666666666667,13.730902777777779,,1.9,,3.0,,8.1,296.0729166666667,2.8399305555555556,1028.7329861111111,
2025-01-11,,,28.473958333333332,79.42013888888889,13.508680555555555,,1.9,,2.9,,6.4,282.46527777777777,2.151736111111111,1027.5784722222222,,,,27.831249999999997,142.23263888888889,13.344444444444443,,1.9,,2.6,,5.8,287.7048611111111,1.6552083333333334,1027.6631944444443,
2025-01-12,,,19.606944444444444,142.38888888888889,13.356944444444444,,1.4,,2.2,,10.5,282.4895833333333,2.5819444444444444,1022.2041666666667,,,,36.04947735191638,122.17770034843205,12.867247386759582,,1.3,,2.0,,9.3,293.2787456445993,2.542508710801394,1022.4439024390244,
2025-01-13,,,30.191636363636366,100.42545454545454,13.295636363636364,,0.8,,1.3,,7.5,266.4472727272727,4.343272727272727,1025.096,,,,33.084587813620075,142.19713261648747,13.481720430107528,,1.4,,2.1,,7.1,271.247311827957,5.062724014336918,1025.1333333333334,
2025-01-14,,,23.87177700348432,140.05226480836237,13.499651567944252,,0.6,,1.0,,9.0,246.30662020905925,7.9,1023.9498257839721,,,,36.51184668989547,143.4006968641115,13.026829268292682,,0.8,,1.2,,8.6,258.81881533101046,8.1191637630662,1024.0348432055748,
2025-01-15,,,22.566433566433567,144.44755244755245,13.37937062937063,,0.6,,1.0,,9.5,283.541958041958,3.3255244755244755,1025.397902097902,,,,34.63986013986014,147.85664335664336,13.127622377622378,,0.8,,1.2,,9.4,301.75524475524475,3.5562937062937063,1025.51993006993,
2025-01-16,,,23.167708333333334,130.87847222222223,13.362847222222221,,0.7,,1.0,,8.0,283.38194444444446,3.4944444444444445,1024.0399305555557,,,,34.06909722222222,151.57638888888889,13.007291666666667,,0.8,,1.3,,9.4,282.10069444444446,3.495486111111111,1024.1739583333333,
2025-01-17,,,22.4191637630662,124.16724738675958,13.363763066202091,,0.7,,1.1,,7.1,275.08710801393727,4.889547038327526,1025.652961672474,,,,32.57152777777778,154.14236111111111,13.104513888888889,,0.9,,1.4,,4.3,265.8541666666667,5.139236111111111,1025.6916666666666,
2025-01-18,,,19.81602787456446,138.27526132404182,13.37979094076655,,0.8,,1.2,,9.8,240.50871080139373,7.096515679442509,1023.2867595818815,,,,28.69722222222222,142.55555555555554,13.052430555555555,,0.8,,1.2,,8.6,258.6701388888889,7.847916666666666,1023.3083333333333,
2025-01-19,,,18.384668989547038,128.62717770034843,13.243554006968642,,0.5,,0.8,,8.6,245.29965156794424,8.775958188153309,1016.8602787456447,,,,25.063541666666666,142.52777777777777,12.973426573426574,,0.6,,1.0,,7.8,243.30902777777777,8.978124999999999,1016.9513888888889,
2025-01-20,,,18.39513888888889,99.52430555555556,13.208333333333334,,0.5,,0.8,,5.8,273.87847222222223,7.246874999999999,1015.642013888889,,,,22.368989547038325,148.0731707317073,12.996864111498258,,0.6,,1.1,,5.7,275.2752613240418,7.6797909407665506,1015.5836236933798,
2025-01-21,,,13.492708333333333,114.53125,13.243749999999999,,0.4,,0.7,,7.0,286.2013888888889,8.021180555555555,1020.3708333333333,,,,15.283333333333335,141.76041666666666,12.819444444444445,,0.6,,1.0,,6.0,244.23958333333334,8.434722222222222,1020.3208333333334,
2025-01-22,,,11.546527777777778,118.81944444444444,13.121527777777779,,0.5,,0.7,,8.4,259.40277777777777,8.45451388888889,1023.2701388888888,,,,21.42361111111111,99.81944444444444,12.970833333333333,,0.5,,0.8,,8.1,250.07638888888889,9.103819444444445,1023.3406249999999,
2025-01-23,,,16.634027777777778,119.79166666666667,13.197569444444445,,0.5,,1.0,,5.2,254.01388888888889,8.547916666666667,1023.3888888888889,,,,14.900694444444444,139.68055555555554,12.663194444444445,,0.5,,0.8,,4.1,249.11111111111111,9.096527777777778,1023.3059027777776,
2025-01-24,,,11.294755244755246,161.5909090909091,13.13951048951049,,0.9,,1.5,,8.5,173.25174825174824,8.704895104895105,1024.8692307692306,,,,17.197909407665506,153.4843205574913,12.60418118466899,,1.2,,1.9,,8.9,135.65277777777777,9.234722222222222,1024.6496527777776,
2025-01-25,,,12.830313588850174,229.82926829268294,13.489547038327526,,3.0,,4.3,,13.5,236.17421602787456,7.0425087108013935,1027.496864111498,,,,14.766550522648084,213.4425087108014,12.701045296167246,,3.3,,5.0,,13.6,31.965156794425088,7.618466898954704,1027.0731707317073,
2025-01-26,,,12.457491289198607,173.86759581881532,13.04390243902439,,1.8,,2.6,,11.4,215.86062717770034,6.870034843205575,1025.1947735191638,,,,19.372569444444444,168.57638888888889,12.884027777777778,,2.6,,3.7,,12.6,128.15972222222223,7.16076388888889,1024.8937500000002,
2025-01-27,,,17.038888888888888,138.85069444444446,12.964236111111111,,1.2,,1.7,,9.6,285.49305555555554,5.255902777777778,1015.0291666666667,,,,25.069337979094076,143.14285714285714,12.786062717770035,,1.7,,2.4,,9.6,298.7595818815331,5.418118466898955,1015.080487804878,
2025-01-28,,,18.204166666666666,130.91666666666666,12.745138888888889,,1.3,,2.1,,11.4,246.99305555555554,2.482638888888889,1015.8277777777779,,,,30.414930555555557,145.85763888888889,12.53298611111111,,1.7,,2.9,,12.4,254.61111111111111,2.852777777777778,1015.9749999999999,
2025-01-29,,,14.7,44.0,12.5,,0.8,,1.0,,8.2,237.0,1.9,1018.3,,,,35.30833333333333,145.42013888888889,12.20486111111111,,1.5,,2.1,,11.5,274.13194444444446,2.301388888888889,1021.9305555555555,
2025-01-30,,,24.28611111111111,122.74305555555556,12.39375,,0.9,,1.3,,7.4,252.27430555555554,3.023611111111111,1027.3326388888888,,,,35.951388888888886,143.89930555555554,12.086805555555555,,1.1,,1.6,,6.9,246.625,3.4368055555555554,1027.4055555555556,
2025-01-31,,,26.23784722222222,132.06597222222223,12.280555555555557,,0.8,,1.1,,7.2,262.7986111111111,6.551041666666666,1026.7319444444445,,,,39.751736111111114,137.22569444444446,12.260069444444445,,1.2,,1.5,,4.9,259.0416666666667,7.081944444444444,1026.728125,
2025-02-01,,,25.970731707317075,117.15679442508711,12.77560975609756,,1.2,,2.0,,9.4,316.8501742160279,6.850522648083623,1020.3505226480836,,,,36.24076655052265,160.9233449477352,13.123344947735191,,1.8,,2.5,,11.3,125.54006968641114,7.623344947735192,1019.9696864111498,
2025-02-02,,,25.24548611111111,141.52777777777777,13.215972222222222,,1.4,,2.1,,8.9,256.6666666666667,7.191666666666666,1016.7725694444445,,,,31.2,42.0,13.5,,1.1,,1.5,,8.8,3.0,7.7,1017.1,
2025-02-03,,,23.787152777777777,143.40625,13.222916666666666,,1.4,,2.1,,12.5,285.43055555555554,4.484722222222222,1015.1854166666667,,,,36.07083333333333,137.00347222222223,13.115277777777777,,1.3,,2.3,,12.2,279.7638888888889,4.480902777777778,1015.4149305555555,
2025-02-04,,,16.73135888501742,135.54703832752614,12.990592334494774,,1.1,,1.6,,13.3,278.91637630662024,1.3344947735191637,1015.4348432055749,,,,29.633680555555557,135.86805555555554,12.953819444444443,,1.4,,2.0,,9.6,283.19097222222223,1.604861111111111,1015.9572916666667,
2025-02-05,,,14.519097222222221,108.32291666666667,12.625694444444443,,1.1,,1.5,,13.7,275.34027777777777,1.9618055555555556,1016.1347222222222,,,,21.949825783972127,127.97909407665506,12.56341463414634,,1.8,,2.3,,15.6,285.3937282229965,1.9233449477351916,1016.2365853658538,
2025-02-06,,,19.273611111111112,88.09375,12.422569444444445,,1.0,,1.4,,11.1,264.9166666666667,1.953125,1020.6329861111111,,,,19.552777777777777,134.79513888888889,12.161805555555555,,1.5,,2.0,,9.7,271.6423611111111,2.220833333333333,1020.9753472222224,
2025-02-07,,,16.68041958041958,102.54195804195804,12.256293706293707,,0.9,,1.3,,15.7,268.57342657342656,2.1947552447552447,1017.6842657342658,,,,19.813588850174217,142.9163763066202,11.932404181184669,,1.3,,1.9,,13.7,283.78745644599303,2.6142857142857143,1017.8358885017423,
2025-02-08,,,21.058680555555554,94.92013888888889,12.212847222222223,,0.8,,1.3,,7.0,212.85069444444446,2.6729166666666666,1024.3739583333333,,,,23.97152777777778,170.72569444444446,12.024305555555555,,1.1,,2.1,,8.2,285.77777777777777,2.6430555555555557,1024.3770833333333,
2025-02-09,,,21.262500000000003,95.15277777777777,12.163194444444445,,1.1,,1.8,,5.9,258.8541666666667,2.979861111111111,1024.9788194444445,,,,24.282291666666666,137.02083333333334,11.874305555555557,,1.3,,1.7,,6.5,285.1666666666667,2.4829861111111113,1024.8416666666667,
2025-02-10,,,21.778745644599304,110.63414634146342,12.235540069686412,,0.9,,1.3,,8.6,273.006968641115,2.528571428571429,1025.2808362369337,,,,28.98680555555556,146.58333333333334,11.938541666666667,,1.1,,1.7,,8.8,293.18402777777777,2.669791666666667,1025.3406249999998,
2025-02-11,,,26.81578947368421,95.8140350877193,12.478947368421053,,0.7,,1.1,,5.1,241.96140350877192,3.762456140350877,1028.5333333333333,,,,30.960975609756094,151.1184668989547,12.261324041811847,,1.0,,1.7,,5.3,225.9268292682927,4.473170731707317,1028.4993031358886,
2025-02-12,,,21.78850174216028,132.09407665505228,12.519860627177701,,1.1,,1.9,,9.2,277.11149825783974,6.34773519163763,1015.9229965156795,,,,32.696875000000006,140.08680555555554,12.18888888888889,,1.3,,2.1,,9.8,269.62847222222223,6.550694444444444,1015.9072916666667,
2025-02-13,,,24.462152777777778,145.58333333333334,12.40486111111111,,1.0,,1.5,,9.6,228.19097222222223,4.165625,1021.5732638888888,,,,37.04125874125874,142.6118881118881,11.916083916083917,,1.3,,1.8,,11.3,286.06271777003485,4.483972125435541,1021.7310104529616,
2025-02-14,,,25.742857142857144,118.62369337979094,12.295470383275262,,0.7,,1.0,,7.4,251.9163763066202,6.657839721254355,1021.5142857142856,,,,36.0609756097561,139.11498257839722,6.1434306569343065,,0.8,,1.2,,7.3,235.595818815331,7.50383275261324,1021.5818815331011,
2025-02-15,,,22.313888888888886,154.17361111111111,12.24861111111111,,0.5,,0.9,,8.9,254.65972222222223,7.555902777777778,1017.7611111111112,,,,35.107638888888886,137.31944444444446,6.594791666666667,,0.6,,0.9,,7.9,262.4479166666667,7.909375000000001,1017.828125,
2025-02-16,,,21.720833333333335,145.97222222222223,12.25,,0.6,,1.0,,7.9,232.57638888888889,9.109375,1014.7621527777778,,,,29.870486111111113,135.79861111111111,6.53125,,1.0,,1.5,,9.9,221.83680555555554,9.51701388888889,1014.8350694444445,
2025-02-17,,,18.639930555555555,153.66666666666666,12.219791666666667,,0.7,,1.2,,10.2,304.30555555555554,6.101736111111111,1019.795486111111,,,,28.962152777777778,140.67708333333334,6.121180555555556,,1.2,,1.8,,11.6,301.1666666666667,6.121874999999999,1019.8909722222221,
2025-02-18,,,16.114930555555556,148.99305555555554,12.027083333333334,,0.7,,1.2,,11.1,298.74652777777777,2.879166666666667,1022.904861111111,,,,25.560416666666665,154.97916666666666,6.923958333333333,,1.1,,1.7,,11.9,284.24652777777777,2.8871527777777777,1023.0187500000001,
2025-02-19,,,11.77951388888889,141.86111111111111,11.937847222222222,,0.8,,1.2,,8.5,240.90277777777777,2.423611111111111,1025.6274305555555,,,,19.172222222222224,150.05902777777777,6.343402777777778,,1.2,,1.7,,7.7,299.46875,2.8541666666666665,1025.6725694444444,
2025-02-20,,,13.449825783972125,93.91289198606272,11.9794425087108,,0.9,,1.3,,5.9,245.7560975609756,2.5658536585365854,1027.3076655052264,,,,17.376041666666666,144.75347222222223,7.265625,,1.2,,1.8,,8.7,288.1875,3.103472222222222,1027.1822916666667,
2025-02-21,,,23.55,63.16783216783217,12.302447552447552,,1.0,,1.5,,6.7,197.69444444444446,2.544791666666667,1028.1618055555555,,,,17.94027777777778,100.25694444444444,7.4125000000000005,,1.2,,2.0,,7.7,253.73263888888889,2.6868055555555554,1028.1218749999998,
2025-02-22,,,11.759027777777778,92.13541666666667,12.106597222222222,,0.8,,1.1,,8.0,247.68402777777777,2.388541666666667,1030.132986111111,,,,18.513541666666665,99.89236111111111,7.245833333333334,,0.9,,1.5,,8.2,256.0798611111111,2.463888888888889,1030.2468749999998,
2025-02-23,,,11.988888888888889,133.29513888888889,12.081944444444444,,0.7,,1.1,,11.7,287.6423611111111,2.1194444444444445,1027.9503472222223,,,,22.200000000000003,86.73263888888889,8.337282229965158,,1.1,,1.6,,10.2,288.78125,2.430902777777778,1028.0826388888888,
2025-02-24,,,26.170833333333334,95.10763888888889,12.277777777777779,,0.9,,1.3,,6.4,238.45486111111111,3.278125,1029.0645833333333,,,,23.182291666666668,135.07638888888889,7.963888888888889,,0.9,,1.4,,8.0,282.35069444444446,3.6708333333333334,1029.0885416666667,
2025-02-25,,,21.0,96.30555555555556,12.278819444444444,,0.9,,1.6,,12.6,249.14583333333334,6.064930555555556,1025.795138888889,,,,23.360416666666666,131.74652777777777,7.842361111111111,,1.3,,1.8,,11.3,252.60069444444446,6.082291666666666,1026.1256944444444,
2025-02-26,,,23.270383275261324,127.89895470383276,12.217770034843205,,0.9,,1.5,,13.0,225.82926829268294,7.976655052264809,1022.9853658536585,,,,28.515277777777776,137.64236111111111,8.368402777777778,,1.1,,1.8,,9.7,232.17708333333334,8.152430555555556,1023.3010416666667,
2025-02-27,,,25.22222222222222,141.70833333333334,12.196180555555555,,0.5,,0.9,,7.7,240.10069444444446,8.544097222222222,1023.0083333333334,,,,37.592013888888886,142.13194444444446,8.671527777777778,,0.7,,1.0,,7.0,229.21180555555554,8.989930555555555,1023.0965277777777,
2025-02-28,,,26.30798611111111,139.50347222222223,12.172916666666667,,0.7,,1.0,,11.0,212.16666666666666,11.281944444444443,1019.3725694444444,,,,40.344250871080135,130.4773519163763,8.681533101045297,,0.9,,1.4,,9.7,228.50347222222223,10.989583333333334,1019.6809027777776,
2025-03-01,,,38.7,45.0,11.9,,0.5,,0.8,,1.6,304.0,10.2,1020.0,,,,43.677083333333336,139.82986111111111,8.448958333333334,,0.6,,1.0,,5.9,229.01041666666666,11.61076388888889,1018.6024305555555,
2025-03-02,,,29.74201388888889,162.56944444444446,12.190625,,1.9,,2.4,,14.9,97.18402777777777,11.644444444444444,1016.3375000000001,,,,44.738194444444446,157.28472222222223,8.472569444444444,,2.6,,3.8,,17.0,80.74305555555556,11.297569444444443,1015.8229166666666,
2025-03-03,,,29.086805555555557,205.54166666666666,11.77986111111111,,3.2,,4.4,,17.7,19.28125,6.228125,1020.8881944444444,,,,46.654513888888886,197.90277777777777,8.846180555555556,,4.1,,6.4,,20.1,37.041666666666664,6.636458333333334,1019.6027777777776,
2025-03-04,,,29.43506944444444,210.15625,11.712152777777778,,3.2,,5.2,,16.7,135.37847222222223,5.892013888888889,1019.9666666666667,,,,38.996875,197.56944444444446,8.790277777777778,,4.1,,7.0,,17.7,32.22222222222222,6.163888888888889,1019.0281249999999,
2025-03-05,,,15.992013888888888,184.09375,11.683333333333334,,2.7,,4.0,,10.8,280.97569444444446,6.514930555555555,1021.0399305555555,,,,10.3,183.0,9.2,,3.0,,4.2,,9.2,8.0,5.9,1018.3,
2025-03-06,,,13.084722222222222,181.81944444444446,11.69375,,1.4,,2.6,,10.4,228.9375,6.3125,1024.9378472222222,,,,21.632986111111112,175.16319444444446,8.585069444444445,,1.9,,3.2,,10.1,125.83680555555556,6.715624999999999,1024.775,
2025-03-07,,,11.335416666666667,169.94791666666666,11.83125,,1.3,,1.8,,6.7,172.96875,6.895833333333333,1028.3774305555555,,,,21.294791666666665,140.64583333333334,8.666666666666666,,1.6,,2.4,,6.9,159.49305555555554,7.177777777777777,1028.2541666666666,
2025-03-08,,,11.262717770034843,184.8780487804878,12.111498257839722,,1.1,,1.6,,5.9,196.85763888888889,8.350347222222222,1026.4125,,,,19.558885017421602,165.94076655052265,8.529965156794425,,1.3,,2.2,,5.7,153.4843205574913,9.14808362369338,1026.311149825784,
2025-03-09,,,13.848263888888889,129.35416666666666,12.058680555555556,,0.6,,1.0,,7.0,208.93055555555554,8.512847222222222,1029.4263888888888,,,,20.02508710801394,153.23693379790942,8.826829268292684,,0.8,,1.3,,6.0,157.8125,9.245138888888889,1029.3385416666667,
2025-03-10,,,16.748611111111114,103.70138888888889,12.05,,0.7,,1.1,,4.5,211.72916666666666,9.29861111111111,1027.2381944444444,,,,22.569791666666667,144.62847222222223,9.286805555555555,,0.7,,1.0,,5.1,204.72916666666666,9.699652777777779,1027.1604166666666,
2025-03-11,,,18.094097222222224,121.23263888888889,12.158680555555556,,0.5,,0.8,,6.3,242.98611111111111,10.386458333333334,1020.7600694444445,,,,25.766666666666666,131.27777777777777,10.790940766550523,,0.6,,1.0,,3.6,243.85763888888889,11.039583333333333,1020.7902777777776,
2025-03-12,,,20.430662020905924,142.2787456445993,12.198257839721254,,0.9,,1.3,,10.2,236.39372822299651,11.837630662020906,1015.1797909407665,,,,30.522183098591547,130.18309859154928,11.730633802816902,,1.0,,1.5,,9.1,234.93661971830986,12.253521126760564,1015.4482394366197,
2025-03-13,,,21.257291666666667,169.92708333333334,12.277777777777779,,0.7,,1.1,,8.4,188.10763888888889,11.639930555555557,1021.0805555555556,,,,30.799652777777776,151.15277777777777,11.767247386759582,,0.9,,1.7,,8.0,151.93402777777777,12.163194444444445,1020.9809027777778,
2025-03-14,,,22.063541666666666,165.85069444444446,12.305902777777778,,1.0,,1.6,,12.2,119.34375,10.75,1025.9729166666666,,,,31.005208333333332,148.85069444444446,11.810416666666667,,1.8,,2.8,,13.6,112.61458333333333,10.896875000000001,1025.539236111111,
2025-03-15,,,23.30138888888889,198.19444444444446,12.242361111111112,,3.5,,5.6,,13.8,37.048611111111114,9.836111111111112,1022.5715277777776,,,,31.954513888888886,176.20833333333334,12.003819444444444,,3.9,,5.5,,14.1,48.666666666666664,9.877777777777778,1021.9031249999999,
2025-03-16,,,18.755902777777777,151.44791666666666,12.429861111111112,,3.2,,4.3,,11.2,249.79861111111111,7.001041666666667,1012.1069444444444,,,,32.16909722222223,147.71527777777777,12.348611111111111,,3.2,,4.7,,10.3,207.11111111111111,7.0524305555555555,1012.1138888888888,
2025-03-17,,,18.054355400696867,157.6341463414634,12.480836236933797,,2.2,,3.0,,12.7,267.4076655052265,5.7282229965156795,1014.932055749129,,,,30.821180555555557,134.36805555555554,11.87673611111111,,2.4,,3.3,,15.9,261.02777777777777,5.931597222222222,1014.9802083333333,
2025-03-18,,,15.556018518518519,115.06481481481481,12.26388888888889,,2.3,,2.9,,12.8,264.93981481481484,5.253703703703703,1013.2370370370371,,,,27.17685185185185,126.9675925925926,11.648148148148149,,2.6,,3.6,,11.5,269.85648148148147,5.6476851851851855,1013.4337962962964,
2025-03-19,,,15.726829268292683,132.64878048780488,11.446601941747574,,2.3,,3.3,,11.6,221.0,6.321951219512195,1023.2220588235293,,,,24.802197802197803,136.06593406593407,11.401639344262295,,2.5,,3.8,,8.8,210.37362637362637,7.001098901098901,1023.268156424581,
2025-03-20,,,22.04055944055944,74.7027972027972,11.109440559440559,,1.2,,2.0,,11.1,227.8916083916084,9.001398601398602,1019.6206293706293,,,,22.837062937062935,125.25874125874125,11.358391608391608,,1.6,,2.4,,10.4,237.07986111111111,8.955902777777778,1020.0250000000001,
2025-03-21,,,19.074912891986063,92.02090592334494,11.188501742160279,,1.6,,2.4,,13.7,214.5993031358885,12.32787456445993,1013.2376306620209,,,,20.00625,98.22222222222223,11.439930555555556,,2.2,,3.8,,11.9,226.02430555555554,12.530208333333333,1013.7506944444444,
2025-03-22,,,19.29340277777778,71.85416666666667,11.43125,,1.5,,2.4,,12.7,201.84375,14.382638888888888,1010.3583333333333,,,,16.399652777777778,122.88194444444444,11.49826388888889,,2.2,,3.4,,10.2,211.22916666666666,13.840625,1010.6954861111111,
2025-03-23,,,21.048958333333335,58.329861111111114,11.856944444444444,,1.1,,1.8,,13.0,207.125,13.76388888888889,1010.6354166666666,,,,15.150694444444444,93.19097222222223,11.619298245614035,,1.6,,2.4,,9.6,217.39236111111111,13.26875,1011.0263888888888,
2025-03-24,,,20.78710801393728,70.18815331010452,11.878048780487806,,1.5,,2.0,,12.6,200.47038327526133,13.831358885017421,1005.7073170731708,,,,15.831249999999999,88.96180555555556,11.71951219512195,,1.8,,2.6,,11.5,223.46180555555554,13.277777777777779,1006.1847222222223,
2025-03-25,,,15.032867132867132,99.52797202797203,11.944755244755246,,1.5,,2.5,,13.7,207.67132867132867,14.595104895104894,1001.5258741258742,,,,20.810104529616726,96.40418118466899,11.765724381625441,,1.7,,3.0,,13.6,217.10763888888889,13.375694444444443,1002.2097222222224,
