date,avg_water_temp,gijang_buoy_관측소코드,gijang_buoy_기압(hPa),gijang_buoy_습도(%),gijang_buoy_기온(℃),gijang_buoy_수온(℃),gijang_buoy_최대파고(m),gijang_buoy_풍속(m/s),gijang_buoy_위도,gijang_buoy_경도,meis_buoy_관측소코드,meis_buoy_기압(hPa),meis_buoy_습도(%),meis_buoy_기온(℃),meis_buoy_수온(℃),meis_buoy_최대파고(m),meis_buoy_풍속(m/s),meis_buoy_위도,meis_buoy_경도
2019-01-06,14.4,22106.0,1025.3,48.0,7.1,15.7,2.7,5.1,36.35,129.7833,22189.0,1024.4,58.0,10.0,16.1,2.4,5.6,35.3453,129.8414
2019-01-07,14.3,22106.0,1020.0,44.0,6.0,15.1,2.6,9.7,36.35,129.7833,22189.0,1024.5,40.0,9.2,15.9,1.9,5.8,35.3453,129.8414
2019-01-08,14.1,22106.0,1023.6,44.0,4.6,15.1,2.5,10.6,36.35,129.7833,22189.0,1023.8,45.0,7.7,16.1,2.5,8.6,35.3453,129.8414
2019-01-09,14.0,22106.0,1029.7,55.0,4.3,15.4,4.6,7.5,36.35,129.7833,22189.0,1029.5,64.0,6.8,15.8,3.2,7.1,35.3453,129.8414
2019-01-10,14.0,22106.0,1021.0,42.0,6.6,14.6,2.7,10.4,36.35,129.7833,22189.0,1022.1,52.0,9.6,16.7,2.0,7.2,35.3453,129.8414
2019-01-11,13.8,22106.0,1023.7,57.0,8.6,15.0,2.7,5.4,36.35,129.7833,22189.0,1023.0,61.0,11.0,16.8,1.9,5.3,35.3453,129.8414
2019-01-12,13.8,22106.0,1020.8,78.0,9.0,15.1,3.0,5.7,36.35,129.7833,22189.0,1019.1,82.0,11.8,16.3,3.7,6.5,35.3453,129.8414
2019-01-13,14.0,22106.0,1022.7,69.0,9.6,15.1,3.3,7.9,36.35,129.7833,22189.0,1021.4,76.0,11.9,16.3,3.3,9.2,35.3453,129.8414
2019-01-14,14.3,22106.0,1023.3,55.0,9.4,15.2,2.2,4.0,36.35,129.7833,22189.0,1022.8,63.0,12.1,16.3,1.6,4.5,35.3453,129.8414
2019-01-15,14.2,22106.0,1019.7,54.0,6.3,15.5,3.1,10.2,36.35,129.7833,22189.0,1019.4,53.0,10.3,16.4,2.3,7.4,35.3453,129.8414
2019-01-16,13.9,22106.0,1019.9,52.0,2.2,15.1,3.6,9.6,36.35,129.7833,22189.0,1022.1,51.0,5.0,16.3,3.4,7.8,35.3453,129.8414
2019-01-17,13.5,22106.0,1020.0,54.0,4.9,14.7,3.4,11.5,36.35,129.7833,22189.0,1020.4,57.0,6.9,16.1,3.1,9.2,35.3453,129.8414
2019-01-18,13.1,22106.0,1024.9,42.0,7.1,14.9,3.6,8.3,36.35,129.7833,22189.0,1025.0,46.0,9.8,15.9,2.6,5.6,35.3453,129.8414
2019-01-19,13.0,22106.0,1021.7,39.0,9.3,14.5,3.1,5.0,36.35,129.7833,22189.0,1021.2,59.0,12.3,15.9,1.9,5.1,35.3453,129.8414
2019-01-20,13.4,22106.0,1016.5,46.0,6.9,14.9,3.5,9.8,36.35,129.7833,22189.0,1016.3,54.0,9.7,16.1,3.0,8.8,35.3453,129.8414
2019-01-21,13.5,22106.0,1018.3,49.0,4.3,14.7,4.0,10.0,36.35,129.7833,22189.0,1018.6,50.0,7.3,15.5,3.1,8.2,35.3453,129.8414
2019-01-22,13.3,22106.0,1017.3,47.0,7.5,15.4,2.5,8.1,36.35,129.7833,22189.0,1018.0,51.0,9.5,14.9,2.4,7.9,35.3453,129.8414
2019-01-23,13.0,22106.0,1016.8,47.0,8.6,15.1,3.1,9.3,36.35,129.7833,22189.0,1017.4,44.0,11.1,15.1,2.3,6.8,35.3453,129.8414
2019-01-24,13.2,22106.0,1022.1,48.0,7.7,14.6,3.3,5.4,36.35,129.7833,22189.0,1021.5,60.0,10.3,15.1,2.4,5.3,35.3453,129.8414
2019-01-25,13.3,22106.0,1019.5,44.0,6.2,14.4,6.1,9.8,36.35,129.7833,22189.0,1019.5,41.0,9.0,15.1,2.4,7.9,35.3453,129.8414
2019-01-26,12.9,22106.0,1022.9,53.0,4.3,14.6,8.1,10.1,36.35,129.7833,22189.0,1022.4,52.0,5.5,14.1,4.8,10.5,35.3453,129.8414
2019-01-27,12.8,22106.0,1024.4,43.0,6.6,13.9,4.9,7.8,36.35,129.7833,22189.0,1024.8,49.0,8.8,14.3,3.7,6.7,35.3453,129.8414
2019-01-28,12.9,22106.0,1018.7,46.0,6.9,13.3,3.4,10.2,36.35,129.7833,22189.0,1019.2,48.0,9.6,15.1,2.3,9.6,35.3453,129.8414
2019-01-29,13.6,22106.0,1026.3,51.0,7.8,13.0,3.2,5.1,36.35,129.7833,22189.0,1025.4,58.0,9.2,14.3,2.5,4.8,35.3453,129.8414
2019-01-30,13.4,22106.0,1021.6,36.0,9.9,13.5,2.5,7.0,36.35,129.7833,22189.0,1022.5,53.0,12.6,14.7,1.9,6.5,35.3453,129.8414
2019-01-31,13.0,22106.0,1016.6,67.0,6.7,13.8,5.8,8.5,36.35,129.7833,22189.0,1015.9,72.0,8.5,15.1,4.7,8.9,35.3453,129.8414
2019-02-01,12.6,22106.0,1020.2,49.0,3.2,13.6,4.9,10.5,36.35,129.7833,22189.0,1020.1,55.0,6.1,15.0,4.0,6.6,35.3453,129.8414
2019-02-02,12.3,22106.0,1020.7,53.0,6.7,13.3,2.6,9.1,36.35,129.7833,22189.0,1021.8,60.0,8.8,15.1,2.0,6.3,35.3453,129.8414
2019-02-03,13.1,22106.0,1011.0,77.0,11.8,13.5,3.9,6.9,36.35,129.7833,22189.0,1011.1,83.0,15.4,15.0,4.8,11.2,35.3453,129.8414
2019-02-04,13.7,22106.0,1020.9,38.0,7.6,13.7,3.7,7.8,36.35,129.7833,22189.0,1021.6,41.0,9.9,14.8,3.6,7.9,35.3453,129.8414
2019-02-05,13.9,22106.0,1021.2,40.0,9.1,13.6,4.1,6.8,36.35,129.7833,22189.0,1021.3,47.0,11.2,14.9,2.9,2.9,35.3453,129.8414
2019-02-06,13.7,22106.0,1015.4,45.0,11.8,13.2,1.2,4.8,36.35,129.7833,22189.0,1015.3,53.0,13.7,14.9,1.3,4.6,35.3453,129.8414
2019-02-07,13.6,22106.0,1016.8,59.0,8.9,13.6,4.2,8.3,36.35,129.7833,22189.0,1015.9,58.0,12.3,14.5,3.0,8.3,35.3453,129.8414
2019-02-08,13.3,22106.0,1022.7,56.0,4.0,14.3,4.9,6.5,36.35,129.7833,22189.0,1021.3,59.0,7.4,14.5,4.0,7.5,35.3453,129.8414
2019-02-09,13.2,22106.0,1022.4,53.0,4.4,14.1,4.1,8.5,36.35,129.7833,22189.0,1021.8,47.0,6.6,14.4,3.2,7.9,35.3453,129.8414
2019-02-10,12.9,22106.0,1027.4,75.0,4.5,12.8,5.2,5.6,36.35,129.7833,22189.0,1026.0,76.0,8.1,14.9,4.8,6.7,35.3453,129.8414
2019-02-11,13.0,22106.0,1027.1,43.0,4.5,13.7,2.9,8.3,36.35,129.7833,22189.0,1027.0,51.0,6.7,15.1,2.5,8.1,35.3453,129.8414
2019-02-12,13.1,22106.0,1031.7,45.0,4.7,13.8,2.9,6.1,36.35,129.7833,22189.0,1031.2,48.0,7.1,14.7,2.8,5.2,35.3453,129.8414
2019-02-13,13.0,22106.0,1029.4,48.0,5.4,13.7,4.0,7.4,36.35,129.7833,22189.0,1028.7,44.0,8.3,14.8,1.6,7.1,35.3453,129.8414
2019-02-14,13.0,22106.0,1030.9,60.0,5.1,13.6,3.3,6.1,36.35,129.7833,22189.0,1029.5,67.0,8.2,14.9,3.5,7.0,35.3453,129.8414
2019-02-15,13.2,22106.0,1020.8,59.0,7.7,13.6,2.0,6.5,36.35,129.7833,22189.0,1020.8,64.0,10.9,14.9,2.4,7.3,35.3453,129.8414
2019-02-16,12.7,22106.0,1020.0,53.0,4.1,13.7,2.9,8.2,36.35,129.7833,22189.0,1019.7,57.0,6.6,14.8,2.8,6.5,35.3453,129.8414
2019-02-17,12.5,22106.0,1022.3,45.0,4.5,13.1,3.2,7.5,36.35,129.7833,22189.0,1022.4,43.0,7.0,14.8,2.7,5.4,35.3453,129.8414
2019-02-18,12.4,22106.0,1023.8,43.0,7.9,13.2,1.9,5.0,36.35,129.7833,22189.0,1023.7,44.0,10.6,15.4,1.4,3.3,35.3453,129.8414
2019-02-19,12.5,22106.0,1017.5,73.0,8.4,13.6,1.6,5.6,36.35,129.7833,22189.0,1016.4,80.0,12.9,15.4,1.6,5.3,35.3453,129.8414
2019-02-20,12.7,22106.0,1021.9,58.0,7.1,14.1,2.8,10.0,36.35,129.7833,22189.0,1021.9,60.0,9.1,15.1,2.3,8.3,35.3453,129.8414
2019-02-21,14.3,22106.0,1025.3,58.0,8.2,14.4,1.8,3.4,36.35,129.7833,22189.0,1024.7,61.0,10.3,15.0,1.4,4.3,35.3453,129.8414
2019-02-22,14.3,22106.0,1020.8,55.0,9.8,15.1,1.7,3.6,36.35,129.7833,22189.0,1019.8,56.0,11.8,14.9,1.4,3.4,35.3453,129.8414
2019-02-23,14.0,22106.0,1023.4,54.0,9.7,15.1,3.9,7.4,36.35,129.7833,22189.0,1022.4,58.0,11.8,14.9,3.2,8.2,35.3453,129.8414
2019-02-24,14.0,22106.0,1021.3,52.0,10.9,15.0,2.0,5.7,36.35,129.7833,22189.0,1021.9,55.0,11.9,15.2,2.3,4.0,35.3453,129.8414
2019-02-25,14.0,22106.0,1019.5,53.0,10.9,15.0,1.9,6.6,36.35,129.7833,22189.0,1018.8,57.0,13.4,15.7,1.4,4.9,35.3453,129.8414
2019-02-26,14.0,22106.0,1022.8,54.0,10.2,14.8,1.8,4.7,36.35,129.7833,22189.0,1022.0,60.0,13.2,15.7,1.6,3.4,35.3453,129.8414
2019-02-27,14.0,22106.0,1021.9,55.0,11.0,14.6,1.6,3.8,36.35,129.7833,22189.0,1020.9,61.0,13.0,15.8,1.6,3.8,35.3453,129.8414
2019-02-28,14.1,22106.0,1017.5,59.0,10.8,14.7,2.0,5.0,36.35,129.7833,22189.0,1016.8,65.0,13.1,15.6,1.8,5.3,35.3453,129.8414
2019-03-01,14.2,22106.0,,59.0,10.6,14.0,1.4,3.4,36.35,129.7833,22189.0,1020.1,51.0,12.9,15.6,1.3,3.4,35.3453,129.8414
2019-03-02,14.0,22106.0,1019.8,54.0,11.4,14.9,0.7,3.3,36.35,129.7833,22189.0,1018.9,56.0,13.4,15.7,1.4,4.9,35.3453,129.8414
2019-03-03,13.8,22106.0,1013.6,55.0,11.7,15.4,1.6,3.6,36.35,129.7833,22189.0,1012.0,63.0,14.4,15.6,1.9,6.5,35.3453,129.8414
2019-03-04,13.9,22106.0,1013.5,56.0,11.4,15.2,1.9,5.1,36.35,129.7833,22189.0,1012.3,61.0,13.4,15.1,2.1,7.0,35.3453,129.8414
2019-03-05,13.9,22106.0,1019.1,50.0,13.3,14.9,1.8,5.4,36.35,129.7833,22189.0,1019.5,63.0,14.9,15.2,1.8,4.8,35.3453,129.8414
2019-03-06,13.6,22106.0,,56.0,12.2,15.0,1.5,4.9,36.35,129.7833,22189.0,1014.6,70.0,13.7,15.6,1.1,3.8,35.3453,129.8414
2019-03-07,13.5,22106.0,1017.8,67.0,8.8,15.2,5.4,8.9,36.35,129.7833,22189.0,1017.4,73.0,10.9,15.7,3.5,8.8,35.3453,129.8414
2019-03-08,13.4,22106.0,1023.8,59.0,11.3,15.3,3.7,6.1,36.35,129.7833,22189.0,1024.1,60.0,12.7,15.8,3.1,4.9,35.3453,129.8414
2019-03-09,13.1,22106.0,1020.3,57.0,13.4,15.2,2.5,8.5,36.35,129.7833,22189.0,1021.1,64.0,15.2,15.7,2.0,7.6,35.3453,129.8414
2019-03-10,12.7,22106.0,1012.7,66.0,11.7,15.0,3.5,6.9,36.35,129.7833,22189.0,1011.3,81.0,13.1,15.9,4.6,9.8,35.3453,129.8414
2019-03-11,13.1,22106.0,1007.5,57.0,11.3,15.2,4.7,7.3,36.35,129.7833,22189.0,1007.5,63.0,13.5,15.9,4.8,7.9,35.3453,129.8414
2019-03-12,13.1,22106.0,1008.1,57.0,10.0,15.2,2.8,8.9,36.35,129.7833,22189.0,1008.7,60.0,12.8,16.0,3.2,9.5,35.3453,129.8414
2019-03-13,12.8,22106.0,1016.5,41.0,6.7,15.3,4.0,11.8,36.35,129.7833,22189.0,1018.5,41.0,8.6,15.9,3.3,8.5,35.3453,129.8414
2019-03-14,12.7,22106.0,1022.1,37.0,8.5,14.4,3.7,7.1,36.35,129.7833,22189.0,1022.7,40.0,10.5,15.8,3.2,6.6,35.3453,129.8414
2019-03-15,12.6,22106.0,1017.2,55.0,9.3,14.4,2.5,5.4,36.35,129.7833,22189.0,1017.1,59.0,11.7,15.5,2.5,8.6,35.3453,129.8414
2019-03-16,12.6,22106.0,1018.5,60.0,9.0,14.4,4.2,6.6,36.35,129.7833,22189.0,1018.0,64.0,10.9,15.4,3.5,8.7,35.3453,129.8414
2019-03-17,12.9,22106.0,1022.0,50.0,9.3,14.6,2.1,6.0,36.35,129.7833,22189.0,1021.7,53.0,11.7,15.1,2.1,5.8,35.3453,129.8414
2019-03-18,13.0,22106.0,1018.7,53.0,12.7,14.7,2.4,7.1,36.35,129.7833,22189.0,1019.5,60.0,14.2,15.1,2.1,8.0,35.3453,129.8414
2019-03-19,13.2,22106.0,1014.8,48.0,14.6,14.9,1.6,5.7,36.35,129.7833,22189.0,1015.2,57.0,15.6,15.3,1.8,4.8,35.3453,129.8414
2019-03-20,13.2,22106.0,1010.6,69.0,15.0,14.9,2.7,7.3,36.35,129.7833,22189.0,1012.6,81.0,16.6,15.5,2.2,7.4,35.3453,129.8414
2019-03-21,13.3,22106.0,1003.9,67.0,14.3,14.0,4.4,9.0,36.35,129.7833,22189.0,1003.7,80.0,16.5,15.6,5.3,10.4,35.3453,129.8414
2019-03-22,13.2,22106.0,1016.1,59.0,9.5,14.2,6.3,6.8,36.35,129.7833,22189.0,1015.1,64.0,12.0,15.4,3.4,6.9,35.3453,129.8414
2019-03-23,13.1,22106.0,1018.4,51.0,7.6,14.1,4.6,8.0,36.35,129.7833,22189.0,1018.1,53.0,9.9,15.1,4.6,9.0,35.3453,129.8414
2019-03-24,12.9,22106.0,1019.2,45.0,8.3,14.3,3.3,8.2,36.35,129.7833,22189.0,1019.7,54.0,9.9,14.5,3.4,7.4,35.3453,129.8414
2019-03-25,12.8,22106.0,1015.3,53.0,11.4,13.3,2.2,8.4,36.35,129.7833,22189.0,1016.6,52.0,12.5,14.6,3.1,8.5,35.3453,129.8414
2019-03-26,12.8,22106.0,1015.9,55.0,13.3,13.8,1.4,6.1,36.35,129.7833,22189.0,1016.2,65.0,15.2,14.5,2.3,5.5,35.3453,129.8414
2019-03-27,12.8,22106.0,1011.5,55.0,15.0,13.1,2.7,7.3,36.35,129.7833,22189.0,1013.1,73.0,16.2,14.4,4.1,11.5,35.3453,129.8414
2019-03-28,13.0,22106.0,1014.4,70.0,10.5,14.5,4.3,5.6,36.35,129.7833,22189.0,1013.1,77.0,13.6,14.7,2.8,5.4,35.3453,129.8414
2019-03-29,13.1,22106.0,1013.7,67.0,12.0,14.5,2.0,4.7,36.35,129.7833,22189.0,1012.8,76.0,15.5,15.3,1.8,3.9,35.3453,129.8414
2019-03-30,13.2,22106.0,1010.3,63.0,10.4,14.5,3.2,8.0,36.35,129.7833,22189.0,1010.2,70.0,13.0,15.1,2.9,7.5,35.3453,129.8414
2019-03-31,13.0,22106.0,1016.9,53.0,7.7,13.8,3.7,10.0,36.35,129.7833,22189.0,1016.7,49.0,9.9,14.9,3.3,6.7,35.3453,129.8414
2019-04-01,13.1,22106.0,1020.4,43.0,7.8,14.0,3.2,7.5,36.35,129.7833,22189.0,1020.6,44.0,10.1,14.5,3.1,8.3,35.3453,129.8414
2019-04-02,13.0,22106.0,1021.5,46.0,9.0,14.5,2.4,5.4,36.35,129.7833,22189.0,1021.1,46.0,10.8,14.5,2.1,5.5,35.3453,129.8414
2019-04-03,12.8,22106.0,1021.5,46.0,10.5,14.2,2.1,6.2,36.35,129.7833,22189.0,1021.8,49.0,11.9,14.3,2.4,5.2,35.3453,129.8414
2019-04-04,12.8,22106.0,1013.8,40.0,13.8,15.0,2.8,8.5,36.35,129.7833,22189.0,1015.9,51.0,14.2,14.2,3.1,9.9,35.3453,129.8414
2019-04-05,12.9,22106.0,1007.6,50.0,14.7,14.8,2.6,7.4,36.35,129.7833,22189.0,1008.1,70.0,15.3,14.4,3.6,11.7,35.3453,129.8414
2019-04-06,13.0,22106.0,1009.0,49.0,13.8,14.9,1.7,5.1,36.35,129.7833,22189.0,1011.0,64.0,15.9,14.7,2.2,4.6,35.3453,129.8414
2019-04-07,12.9,22106.0,1010.6,67.0,12.9,14.4,1.5,4.4,36.35,129.7833,22189.0,1009.9,78.0,14.7,15.2,2.2,4.2,35.3453,129.8414
2019-04-08,13.0,22106.0,1013.6,54.0,12.2,14.1,4.6,5.8,36.35,129.7833,22189.0,1014.2,66.0,14.5,15.1,3.0,5.7,35.3453,129.8414
2019-04-09,13.0,22106.0,1020.5,54.0,10.5,13.9,2.8,5.6,36.35,129.7833,22189.0,1017.6,61.0,13.5,15.0,4.8,9.5,35.3453,129.8414
2019-04-10,13.2,22106.0,1011.1,76.0,9.5,13.7,5.5,9.6,36.35,129.7833,22189.0,1009.4,79.0,12.3,14.8,5.7,11.5,35.3453,129.8414
2019-04-11,13.4,22106.0,1015.5,56.0,10.7,14.3,4.0,4.0,36.35,129.7833,22189.0,1014.9,61.0,12.2,15.1,3.0,5.6,35.3453,129.8414
2019-04-12,13.5,22106.0,1017.4,54.0,12.7,15.0,1.1,4.2,36.35,129.7833,22189.0,1017.7,59.0,14.0,15.6,1.2,2.2,35.3453,129.8414
2019-04-13,13.5,22106.0,1019.1,61.0,14.3,15.0,3.3,8.3,36.35,129.7833,22189.0,1019.9,65.0,16.1,15.3,1.2,5.4,35.3453,129.8414
2019-04-14,13.4,22106.0,1013.5,54.0,14.2,14.6,2.0,7.2,36.35,129.7833,22189.0,1013.9,62.0,16.3,15.3,2.1,8.9,35.3453,129.8414
2019-04-15,13.3,22106.0,1017.2,50.0,12.9,14.5,2.6,6.5,36.35,129.7833,22189.0,1017.7,48.0,14.7,15.1,2.3,5.9,35.3453,129.8414
2019-04-16,13.2,22106.0,1016.1,58.0,15.6,14.6,1.7,6.2,36.35,129.7833,22189.0,1016.8,74.0,17.2,15.5,1.4,5.6,35.3453,129.8414
2019-04-17,13.2,22106.0,1011.6,63.0,16.5,15.2,1.0,5.0,36.35,129.7833,22189.0,1012.0,82.0,17.8,15.9,1.1,4.2,35.3453,129.8414
2019-04-18,13.1,22106.0,1010.1,70.0,16.5,15.2,2.5,5.2,36.35,129.7833,22189.0,1010.6,80.0,17.8,15.7,3.5,10.1,35.3453,129.8414
2019-04-19,12.9,22106.0,1018.7,61.0,12.0,15.3,5.6,5.4,36.35,129.7833,22189.0,1017.2,74.0,14.5,15.4,3.1,8.3,35.3453,129.8414
2019-04-20,13.1,22106.0,1014.6,68.0,13.9,15.4,2.3,6.6,36.35,129.7833,22189.0,1014.9,71.0,15.4,15.7,2.2,4.0,35.3453,129.8414
2019-04-21,13.2,22106.0,1012.7,74.0,16.1,16.1,0.9,3.5,36.35,129.7833,22189.0,1012.4,87.0,17.5,15.8,1.3,4.4,35.3453,129.8414
2019-04-22,13.5,22106.0,1017.7,79.0,14.9,16.2,0.6,2.9,36.35,129.7833,22189.0,1016.6,88.0,16.7,16.2,0.9,5.1,35.3453,129.8414
2019-04-23,13.8,22106.0,1014.6,83.0,15.7,16.4,1.8,3.5,36.35,129.7833,22189.0,1013.8,92.0,17.4,16.7,1.3,3.7,35.3453,129.8414
2019-04-24,13.8,22106.0,1007.0,90.0,16.4,16.2,2.1,3.4,36.35,129.7833,22189.0,,,,,1.7,6.5,35.3453,129.8414
2019-04-25,14.1,22106.0,1009.2,76.0,13.5,15.4,4.2,10.3,36.35,129.7833,22189.0,1008.1,83.0,16.0,16.5,3.7,9.9,35.3453,129.8414
2019-04-26,14.4,22106.0,1011.3,76.0,11.7,15.1,4.6,9.3,36.35,129.7833,22189.0,1010.5,85.0,14.1,16.7,3.6,9.2,35.3453,129.8414
2019-04-27,14.2,22106.0,1021.8,60.0,12.4,15.1,4.8,5.2,36.35,129.7833,22189.0,1020.9,61.0,13.9,16.7,4.0,6.6,35.3453,129.8414
2019-04-28,14.3,22106.0,1021.0,59.0,14.2,15.7,3.0,6.3,36.35,129.7833,22189.0,1020.9,57.0,15.4,16.4,2.4,2.7,35.3453,129.8414
2019-04-29,14.2,22106.0,1015.2,77.0,14.0,16.2,1.4,3.7,36.35,129.7833,22189.0,1013.7,88.0,16.4,16.1,2.1,5.1,35.3453,129.8414
2019-04-30,14.2,22106.0,1009.2,82.0,14.6,16.1,1.9,4.6,36.35,129.7833,22189.0,1008.1,89.0,16.3,16.4,2.2,6.3,35.3453,129.8414
2019-05-01,14.2,22106.0,1005.1,83.0,16.0,16.9,0.7,3.7,36.35,129.7833,22189.0,1005.0,86.0,17.6,16.7,1.2,3.7,35.3453,129.8414
2019-05-02,14.1,22106.0,1010.7,74.0,17.3,17.1,1.1,5.0,36.35,129.7833,22189.0,1010.4,86.0,18.2,17.1,1.4,5.3,35.3453,129.8414
2019-05-03,14.3,22106.0,1016.2,74.0,16.6,17.1,1.6,4.0,36.35,129.7833,22189.0,1015.8,85.0,18.3,17.0,,,35.3453,129.8414
2019-05-04,14.3,22106.0,1018.1,86.0,16.6,17.8,0.7,3.6,36.35,129.7833,22189.0,1017.8,88.0,18.6,17.9,1.2,2.6,35.3453,129.8414
2019-05-05,14.3,22106.0,1014.9,78.0,18.4,17.6,1.6,6.2,36.35,129.7833,22189.0,1015.1,80.0,19.2,17.7,2.6,7.2,35.3453,129.8414
2019-05-06,14.5,22106.0,1015.6,62.0,14.5,16.9,4.6,7.3,36.35,129.7833,22189.0,1014.7,71.0,16.5,17.2,3.1,8.5,35.3453,129.8414
2019-05-07,14.8,22106.0,1015.3,60.0,15.2,16.6,2.7,6.4,36.35,129.7833,22189.0,1015.9,52.0,16.3,17.3,2.5,4.6,35.3453,129.8414
2019-05-08,14.4,22106.0,1011.0,48.0,17.9,16.7,1.6,6.4,36.35,129.7833,22189.0,1011.8,57.0,18.6,17.6,2.5,8.3,35.3453,129.8414
2019-05-09,14.2,22106.0,1008.1,60.0,18.0,16.7,1.2,5.3,36.35,129.7833,22189.0,1008.9,67.0,18.7,17.6,1.9,7.5,35.3453,129.8414
2019-05-10,14.2,22106.0,1012.3,66.0,17.7,17.2,0.9,3.3,36.35,129.7833,22189.0,1012.1,70.0,19.4,18.2,1.4,2.7,35.3453,129.8414
2019-05-11,14.4,22106.0,1014.0,85.0,17.2,17.5,0.6,3.3,36.35,129.7833,22189.0,1013.6,75.0,19.7,18.6,0.7,2.0,35.3453,129.8414
2019-05-12,15.2,22106.0,1017.4,83.0,16.6,17.1,2.2,6.6,36.35,129.7833,22189.0,1016.3,85.0,18.5,17.8,2.4,7.4,35.3453,129.8414
2019-05-13,15.6,22106.0,1016.1,79.0,16.4,17.3,1.5,4.2,36.35,129.7833,22189.0,1015.5,83.0,17.8,17.8,1.9,4.3,35.3453,129.8414
2019-05-14,15.5,22106.0,1013.1,86.0,18.1,17.9,1.5,4.9,36.35,129.7833,22189.0,1013.0,91.0,19.8,18.5,1.1,3.6,35.3453,129.8414
2019-05-15,15.2,22106.0,1013.2,81.0,19.2,18.3,0.9,4.3,36.35,129.7833,22189.0,1013.2,84.0,20.5,19.2,0.8,2.0,35.3453,129.8414
2019-05-16,14.9,22106.0,1012.6,84.0,19.1,18.2,0.8,5.2,36.35,129.7833,22189.0,1012.7,90.0,20.5,19.5,0.7,1.8,35.3453,129.8414
2019-05-17,14.8,22106.0,1014.0,85.0,19.3,18.4,0.8,5.0,36.35,129.7833,22189.0,1013.5,85.0,21.2,19.9,1.6,3.3,35.3453,129.8414
2019-05-18,15.3,22106.0,1014.8,83.0,18.4,18.9,1.7,2.7,36.35,129.7833,22189.0,1013.1,85.0,20.1,19.4,2.2,6.4,35.3453,129.8414
2019-05-19,15.7,22106.0,1012.0,84.0,19.4,19.4,1.7,3.9,36.35,129.7833,22189.0,1010.6,83.0,21.2,19.5,3.6,6.7,35.3453,129.8414
2019-05-20,15.4,22106.0,1003.2,70.0,18.6,17.7,3.5,8.3,36.35,129.7833,22189.0,1003.6,,20.3,19.2,3.7,,35.3453,129.8414
2019-05-21,14.8,22106.0,1005.3,57.0,17.8,17.6,2.1,6.4,36.35,129.7833,22189.0,1006.2,,20.2,19.0,2.5,,35.3453,129.8414
2019-05-22,15.0,22106.0,1005.6,65.0,18.6,17.5,1.3,6.0,36.35,129.7833,22189.0,1006.5,67.0,21.3,19.0,2.1,,35.3453,129.8414
2019-05-23,15.1,22106.0,1007.5,71.0,18.8,16.9,1.0,4.7,36.35,129.7833,22189.0,1008.0,80.0,21.0,18.9,2.7,,35.3453,129.8414
2019-05-24,15.2,22106.0,1010.4,76.0,18.5,16.5,1.0,5.0,36.35,129.7833,22189.0,1010.7,81.0,21.5,18.9,3.0,,35.3453,129.8414
2019-05-25,15.2,22106.0,1012.9,64.0,20.7,16.7,0.8,4.5,36.35,129.7833,22189.0,1013.4,77.0,21.5,18.9,3.0,,35.3453,129.8414
2019-05-26,15.3,22106.0,1014.7,68.0,19.6,16.6,1.5,6.0,36.35,129.7833,22189.0,1015.6,85.0,21.0,19.1,1.7,,35.3453,129.8414
2019-05-27,15.3,22106.0,1006.4,89.0,18.2,16.0,4.8,11.0,36.35,129.7833,22189.0,1007.8,86.0,20.0,18.6,5.4,,35.3453,129.8414
2019-05-28,15.1,22106.0,1009.0,69.0,17.3,16.5,2.1,4.4,36.35,129.7833,22189.0,1008.8,69.0,19.2,18.0,3.3,,35.3453,129.8414
2019-05-29,15.2,22106.0,1008.8,70.0,18.3,17.2,1.3,4.9,36.35,129.7833,22189.0,1009.1,71.0,20.3,18.2,2.3,,35.3453,129.8414
2019-05-30,15.3,22106.0,1009.6,61.0,19.6,17.7,0.9,5.3,36.35,129.7833,22189.0,1009.9,67.0,20.7,18.4,1.7,,35.3453,129.8414
2019-05-31,15.1,22106.0,1009.3,69.0,18.2,17.3,1.8,7.6,36.35,129.7833,22189.0,1009.9,67.0,19.8,18.7,1.8,,35.3453,129.8414
2019-06-01,15.2,22106.0,1009.1,73.0,18.1,17.0,1.0,6.1,36.35,129.7833,22189.0,1009.5,73.0,20.1,19.2,1.8,,35.3453,129.8414
2019-06-02,15.3,22106.0,1006.7,78.0,18.5,17.3,0.9,5.4,36.35,129.7833,22189.0,1007.0,80.0,20.8,19.4,0.7,,35.3453,129.8414
2019-06-03,15.2,22106.0,1007.6,79.0,19.3,18.1,1.1,5.2,36.35,129.7833,22189.0,1007.9,80.0,20.9,19.8,0.9,,35.3453,129.8414
2019-06-04,15.4,22106.0,1007.9,81.0,20.0,18.5,1.6,7.2,36.35,129.7833,22189.0,1008.5,82.0,21.9,20.2,0.8,,35.3453,129.8414
2019-06-05,15.5,22106.0,1011.6,83.0,19.3,18.8,1.1,3.8,36.35,129.7833,22189.0,1011.0,87.0,21.8,20.8,1.1,,35.3453,129.8414
2019-06-06,15.7,22106.0,1011.0,91.0,19.6,19.1,1.3,5.2,36.35,129.7833,22189.0,1010.8,93.0,21.2,21.2,0.8,4.0,35.3453,129.8414
2019-06-07,16.5,22106.0,1002.1,89.0,18.6,18.8,4.8,10.2,36.35,129.7833,22189.0,1001.1,91.0,19.7,20.5,4.3,7.8,35.3453,129.8414
